Gene ID,Gene Name,SRR975564,SRR975565,SRR975566,SRR975569,SRR975570,SRR975571,SRR975597,SRR975598,SRR975599
ENSG00000240771,ARHGEF25,80,82,129,175,83,280,49,43,83
ENSG00000240772,RN7SL776P,0,0,0,0,0,0,0,0,0
ENSG00000240774,AC126182.1,0,0,0,0,0,0,0,0,0
ENSG00000240775,AC021205.1,0,0,0,0,0,0,0,0,0
ENSG00000240776,AC079944.1,1,0,0,0,0,0,0,0,0
ENSG00000240777,AC025572.1,0,0,0,0,0,0,0,0,0
ENSG00000240785,RPL36AP21,0,0,0,0,0,0,0,0,0
ENSG00000240787,AC092916.2,0,0,0,0,0,0,0,0,0
ENSG00000240790,AC073934.1,1,0,0,0,1,0,0,0,0
ENSG00000240791,MTND4LP7,0,0,0,0,0,0,0,0,0
ENSG00000240792,AC079910.1,0,0,0,0,0,0,0,0,0
ENSG00000240793,UBA52P8,0,5,3,4,0,2,0,5,0
ENSG00000240796,MTND2P14,0,0,0,0,0,0,0,0,0
ENSG00000240800,,0,0,0,0,0,0,0,0,0
ENSG00000240801,AC132217.1,0,0,0,0,0,0,0,0,0
ENSG00000240803,RN7SL231P,0,0,0,0,0,0,0,0,0
ENSG00000240804,NPM1P28,0,0,0,0,0,0,0,0,0
ENSG00000240808,AC126389.1,0,0,0,0,0,2,0,1,0
ENSG00000240809,AC026877.1,0,0,0,0,0,0,0,1,0
ENSG00000240813,AC015908.1,0,0,0,0,1,3,0,0,0
ENSG00000240821,RPL9P25,0,0,0,0,0,0,0,0,0
ENSG00000240823,RN7SL23P,1,2,3,3,0,1,0,0,4
ENSG00000240824,MTND3P7,0,0,0,0,0,0,0,0,0
ENSG00000240827,AC021660.1,0,0,0,0,0,0,0,0,0
ENSG00000240828,RPL21P4,0,2,0,0,0,0,0,0,0
ENSG00000240833,,0,0,0,0,0,0,0,0,0
ENSG00000240837,RN7SL77P,0,0,0,0,0,0,0,0,0
ENSG00000240842,AC099328.2,0,0,0,0,0,0,0,0,0
ENSG00000240845,,0,0,0,0,0,0,0,0,0
ENSG00000240846,RPS15P9,0,0,0,0,0,0,0,0,0
ENSG00000240847,RN7SL497P,0,0,0,0,0,0,0,0,0
ENSG00000240849,TMEM189,426,350,404,339,135,343,463,551,334
ENSG00000240853,RN7SL328P,0,0,0,0,1,1,1,0,0
ENSG00000240854,AC117409.1,1,1,1,0,0,0,0,0,0
ENSG00000240857,RDH14,212,251,205,372,126,374,199,261,103
ENSG00000240859,AC093627.4,9,6,11,21,13,14,14,7,17
ENSG00000240861,AC009153.1,0,0,0,0,0,0,0,0,0
ENSG00000240863,RN7SL645P,0,0,0,0,0,0,0,0,0
ENSG00000240864,IGKV1-16,103,53,48,3594,489,2106,70,22,612
ENSG00000240868,C1QTNF9-AS1,0,0,0,0,0,0,0,0,0
ENSG00000240869,RN7SL128P,0,0,0,0,0,0,0,3,0
ENSG00000240870,RPL19P14,0,0,0,0,0,0,0,0,0
ENSG00000240871,KRTAP4-7,0,0,0,0,0,0,0,0,0
ENSG00000240873,RPS29P22,0,0,1,0,0,0,0,0,0
ENSG00000240874,AC025271.1,0,0,0,0,0,0,1,0,0
ENSG00000240875,LINC00886,6,190,8,21,18,70,14,117,18
ENSG00000240877,RN7SL521P,1,2,2,1,0,0,0,1,3
ENSG00000240881,AC068472.1,0,0,0,0,0,0,0,0,0
ENSG00000240882,AC063952.2,0,0,0,0,0,0,0,0,0
ENSG00000240888,AC131210.1,0,0,0,0,0,0,0,0,0
ENSG00000240889,NDUFB2-AS1,4,20,2,6,4,12,6,12,9
ENSG00000240890,AC020633.1,0,2,0,0,0,0,0,1,0
ENSG00000240891,PLCXD2,20,34,22,49,22,53,48,22,15
ENSG00000240893,LINC02042,0,0,0,0,0,0,0,0,1
ENSG00000240895,AC117430.1,0,0,0,0,0,0,0,0,0
ENSG00000240898,AC132942.1,1,2,3,7,2,6,4,2,1
ENSG00000240902,APOOP2,0,0,0,0,0,0,0,0,0
ENSG00000240905,RN7SL798P,1,0,0,0,0,0,0,0,0
ENSG00000240912,AC092896.1,0,0,0,0,0,0,0,0,0
ENSG00000240914,RPL15P2,0,0,1,0,0,0,0,0,0
ENSG00000240915,AC120042.1,0,0,1,0,1,0,0,2,4
ENSG00000240919,AC022034.2,0,0,0,0,0,0,0,0,0
ENSG00000240922,LSAMP-AS1,0,2,0,0,0,0,0,0,0
ENSG00000240924,,0,0,0,0,0,0,0,0,0
ENSG00000240925,RPS20P31,0,0,1,0,0,0,0,0,0
ENSG00000240927,RN7SL209P,0,0,0,0,0,0,0,0,0
ENSG00000240929,HIST2H2BB,1,0,0,1,1,0,0,1,0
ENSG00000240934,AC066616.1,0,0,0,0,0,0,0,0,0
ENSG00000240935,PLGLA,0,0,0,2,0,2,11,10,3
ENSG00000240936,RN7SL554P,0,0,0,0,0,0,0,0,0
ENSG00000240940,RN7SL591P,0,0,0,0,0,0,0,0,0
ENSG00000240950,AC021074.1,0,0,0,0,0,0,0,0,0
ENSG00000240951,MTCO2P6,0,0,0,0,0,0,0,0,0
ENSG00000240954,RPL4P1,0,1,1,2,0,1,1,0,1
ENSG00000240957,,0,0,0,0,0,0,0,0,0
ENSG00000240959,ST13P14,0,0,0,0,0,0,0,0,0
ENSG00000240960,AC082651.2,0,0,0,2,0,0,0,2,0
ENSG00000240961,RN7SL415P,0,0,0,0,0,0,0,0,0
ENSG00000240963,AL645465.1,0,1,0,0,0,0,0,0,0
ENSG00000240964,RN7SL751P,0,0,0,0,0,0,0,0,0
ENSG00000240966,RN7SL681P,0,1,0,0,0,0,0,0,0
ENSG00000240970,RPL23AP64,1,6,4,18,2,16,3,1,4
ENSG00000240972,MIF,2175,1182,967,558,246,968,1914,1774,773
ENSG00000240973,AC093714.1,0,0,0,0,0,0,0,0,0
ENSG00000240974,RPS27AP10,0,0,0,0,0,0,0,0,0
ENSG00000240975,AC021723.1,0,0,0,1,0,0,0,0,0
ENSG00000240977,RN7SL283P,0,0,0,0,0,0,0,0,0
ENSG00000240979,AL353813.1,0,0,0,0,0,0,0,0,0
ENSG00000240980,AC093904.1,0,0,0,0,0,0,0,0,0
ENSG00000240983,AC090311.1,0,0,0,0,0,0,0,0,0
ENSG00000240990,HOXA11-AS,136,13,19,463,209,286,1,850,14
ENSG00000240991,RPL23AP67,0,0,1,0,0,0,0,0,0
ENSG00000240992,RPS23P4,0,0,0,0,0,0,0,0,0
ENSG00000240993,RN7SL459P,0,0,0,0,0,0,0,0,0
ENSG00000240995,AC069454.1,0,0,0,0,0,3,0,0,0
ENSG00000240996,AL157400.4,0,2,0,2,0,1,1,2,1
ENSG00000240997,RN7SL183P,0,0,0,0,0,0,0,0,0
ENSG00000241002,AC017007.3,0,0,0,0,0,0,0,0,0
ENSG00000241003,AC108860.1,0,2,3,1,0,1,1,3,0
ENSG00000241007,SEPT7P6,0,0,0,0,0,1,0,0,0
ENSG00000241008,AC044810.1,0,0,0,0,0,0,0,0,0
ENSG00000241011,AC108073.2,0,0,0,0,0,0,0,0,0
ENSG00000241014,AC114490.1,12,33,14,46,12,54,11,21,28
ENSG00000241015,TPM3P9,201,100,123,187,35,227,106,42,78
ENSG00000241018,RCC2P5,0,0,0,0,0,0,0,0,0
ENSG00000241020,AP000873.1,0,0,0,0,0,0,0,0,0
ENSG00000241022,NIPA2P2,0,0,0,0,0,0,0,0,0
ENSG00000241026,AC105910.1,0,1,0,0,0,0,0,1,0
ENSG00000241030,RPL29P24,0,3,1,2,0,1,2,0,1
ENSG00000241032,RN7SL709P,0,0,0,0,0,0,0,0,0
ENSG00000241035,AL161747.1,0,0,0,0,0,0,0,0,0
ENSG00000241037,RN7SL335P,0,0,0,0,0,0,0,0,0
ENSG00000241042,AL592431.2,0,0,0,0,0,0,0,0,0
ENSG00000241043,,3,5,4,14,1,11,9,7,1
ENSG00000241045,RPL7P43,0,0,0,0,0,0,0,0,0
ENSG00000241048,AC117386.1,0,0,0,0,0,0,0,0,0
ENSG00000241052,RPL23AP70,0,0,0,2,0,0,0,0,1
ENSG00000241053,,0,0,0,0,0,0,0,0,0
ENSG00000241054,AL035454.1,0,0,0,0,0,0,0,0,0
ENSG00000241057,AC004951.3,6,7,1,6,4,6,11,12,11
ENSG00000241058,NSUN6,126,390,104,197,76,237,225,149,57
ENSG00000241059,AC008799.2,0,0,0,0,0,0,0,0,0
ENSG00000241061,RPL5P1,0,0,0,0,1,0,0,0,1
ENSG00000241064,RN7SL110P,0,0,0,0,0,0,0,0,0
ENSG00000241067,RPL17P40,0,0,1,0,0,0,0,0,0
ENSG00000241069,AC125388.1,0,0,0,0,0,0,0,0,0
ENSG00000241073,AC093019.2,0,0,0,0,0,0,0,0,0
ENSG00000241074,RN7SL813P,0,0,0,0,0,0,0,0,0
ENSG00000241081,RPL22P2,0,0,0,0,0,0,1,0,0
ENSG00000241082,RN7SL259P,0,0,0,0,0,0,0,0,0
ENSG00000241084,AL161785.3,0,0,0,0,0,0,0,0,0
ENSG00000241088,RPL17P44,1,0,0,1,0,0,0,0,0
ENSG00000241095,CYP51A1P1,0,1,0,1,0,1,0,0,1
ENSG00000241097,AP001324.2,0,0,0,0,0,0,0,0,0
ENSG00000241098,LINC01994,0,0,0,0,0,0,0,0,0
ENSG00000241101,PRICKLE2-AS2,0,0,0,0,0,0,0,0,0
ENSG00000241102,AC011005.2,0,0,0,0,0,0,0,0,0
ENSG00000241103,AC109925.1,0,0,0,0,0,0,0,0,0
ENSG00000241104,CEACAMP10,0,0,0,0,0,0,0,0,0
ENSG00000241105,AC022730.1,0,0,0,0,0,0,0,0,0
ENSG00000241106,HLA-DOB,48,9,26,106,34,62,46,101,58
ENSG00000241111,PRICKLE2-AS1,0,1,0,0,0,3,0,0,0
ENSG00000241112,RPL29P14,2,0,1,0,0,0,3,0,0
ENSG00000241114,AC008280.2,0,0,0,0,0,0,0,0,0
ENSG00000241119,UGT1A9,0,0,0,1,0,2,29,39,12
ENSG00000241120,HMGN1P8,0,3,1,0,1,1,4,1,0
ENSG00000241123,KRTAP10-5,0,0,0,0,0,0,0,0,0
ENSG00000241124,,0,0,0,0,0,0,0,0,0
ENSG00000241127,YAE1,281,1059,374,282,105,300,321,575,362
ENSG00000241128,OR14A2,0,0,0,0,0,0,0,0,0
ENSG00000241129,RPL22P19,0,1,0,0,0,0,0,3,0
ENSG00000241130,AC012100.1,0,0,0,0,0,0,0,0,0
ENSG00000241131,LINC02032,0,0,0,0,0,0,0,0,0
ENSG00000241132,,0,0,0,0,0,0,0,0,0
ENSG00000241134,BET1P1,0,0,1,5,0,0,0,0,1
ENSG00000241135,LINC00881,0,3,0,0,0,0,0,0,0
ENSG00000241136,PAICSP6,0,0,0,0,0,0,0,0,0
ENSG00000241143,RPL32P9,0,1,0,0,0,0,0,1,0
ENSG00000241144,RN7SL728P,0,0,0,2,0,0,0,0,0
ENSG00000241146,RPL7P41,0,0,0,0,0,0,0,0,0
ENSG00000241149,AC115220.1,0,0,1,0,0,0,0,0,0
ENSG00000241151,LINC02066,0,0,0,0,0,0,0,0,0
ENSG00000241152,RN7SL720P,0,0,0,0,0,0,0,0,0
ENSG00000241155,ARHGAP31-AS1,0,40,2,13,3,7,2,17,3
ENSG00000241156,RN7SL582P,0,0,0,0,0,0,0,0,0
ENSG00000241157,AC104763.1,0,0,0,0,0,0,0,0,0
ENSG00000241158,ADAMTS9-AS1,1,3,4,9,6,3,4,6,0
ENSG00000241159,RN7SL160P,0,0,0,0,0,0,0,0,0
ENSG00000241162,RN7SL617P,0,0,0,0,0,0,0,0,0
ENSG00000241163,LINC00877,6,5,6,14,5,12,1,0,2
ENSG00000241166,,0,0,0,0,0,0,0,0,0
ENSG00000241168,AC128685.1,2,7,0,7,3,20,3,2,4
ENSG00000241169,FO393419.2,0,0,0,0,0,3,0,0,0
ENSG00000241170,AP001992.1,2,1,3,16,2,24,0,7,4
ENSG00000241172,RN7SL70P,0,0,0,0,0,0,0,0,0
ENSG00000241174,RN7SL570P,0,0,0,0,0,0,0,0,0
ENSG00000241175,RN7SL494P,0,0,0,1,0,0,0,0,0
ENSG00000241179,AC010301.1,0,0,0,0,0,0,0,0,0
ENSG00000241180,AL645608.4,0,0,0,0,0,0,0,0,0
ENSG00000241183,AC009022.1,0,0,0,0,0,0,0,0,0
ENSG00000241185,AC005410.1,0,0,0,0,0,1,0,0,0
ENSG00000241186,TDGF1,62,108,284,157,56,71,514,1302,139
ENSG00000241187,AC008379.1,0,0,0,0,0,0,0,0,0
ENSG00000241188,RN7SL165P,0,0,0,0,0,0,0,0,0
ENSG00000241198,RN7SL191P,0,0,0,0,0,0,0,0,0
ENSG00000241200,ZNF736P7Y,0,0,0,0,0,0,0,0,0
ENSG00000241202,ZIC4-AS1,0,0,0,0,0,0,0,0,0
ENSG00000241203,HMGN2P26,0,0,0,0,0,0,0,0,0
ENSG00000241204,AC022730.2,0,0,0,0,0,0,0,0,0
ENSG00000241207,AC245047.8,0,0,0,0,0,0,0,0,0
ENSG00000241211,IQCJ-SCHIP1-AS1,0,0,0,0,0,0,0,0,0
ENSG00000241213,LINC02024,0,0,0,0,0,0,0,0,0
ENSG00000241216,SNAPC5P1,0,0,0,0,0,0,0,0,0
ENSG00000241217,RN7SL809P,2,3,1,2,2,1,1,3,2
ENSG00000241218,AC063944.2,1,0,1,1,0,4,0,0,1
ENSG00000241219,AC078785.2,1,0,0,0,0,0,0,0,0
ENSG00000241220,AC078788.1,0,1,1,0,0,0,0,0,0
ENSG00000241221,MTND4LP17,0,0,0,0,0,0,0,0,0
ENSG00000241223,RN7SL39P,0,0,0,0,0,0,0,0,0
ENSG00000241224,C3orf85,4,87,12,174,64,179,23,81,11
ENSG00000241225,NMTRS-TGA3-1,0,0,0,0,0,0,0,0,0
ENSG00000241226,RN7SL836P,0,0,0,0,0,0,0,1,0
ENSG00000241227,RN7SL553P,0,0,0,0,0,0,0,0,0
ENSG00000241228,RPL12P31,0,0,0,0,0,0,0,0,0
ENSG00000241229,RN7SL443P,0,0,0,0,0,1,0,0,0
ENSG00000241230,RN7SL801P,0,0,0,0,0,0,0,0,0
ENSG00000241231,AC022294.1,0,0,0,0,0,0,0,0,0
ENSG00000241233,KRTAP5-8,0,0,1,1,0,0,0,0,0
ENSG00000241241,KRTAP4-16,0,0,0,0,0,0,0,0,0
ENSG00000241243,RN7SL629P,0,0,0,0,0,0,0,0,0
ENSG00000241244,IGKV1D-16,71,6,48,405,198,125,7,7,5
ENSG00000241246,RN7SL302P,0,0,0,0,0,0,0,0,0
ENSG00000241248,RN7SL727P,0,0,0,0,0,0,0,0,0
ENSG00000241250,RPL17P20,0,0,0,0,0,0,0,0,0
ENSG00000241251,AC090525.1,0,0,0,0,0,0,0,0,0
ENSG00000241253,,0,0,0,0,0,0,0,0,0
ENSG00000241255,AL136126.1,0,1,1,0,0,0,2,2,0
ENSG00000241257,AC124945.1,0,0,0,0,0,0,0,0,0
ENSG00000241258,CRCP,503,1565,872,911,331,904,587,1135,265
ENSG00000241261,RPL17P19,0,0,0,0,0,0,0,0,0
ENSG00000241269,AC093620.1,3,4,17,10,2,5,3,16,4
ENSG00000241278,ENPP7P4,2,6,4,5,2,9,4,12,3
ENSG00000241280,AC106712.1,0,0,0,2,0,0,0,0,0
ENSG00000241281,AC010683.1,0,0,0,0,0,0,0,0,0
ENSG00000241282,RPL34P33,0,0,0,0,0,0,0,0,0
ENSG00000241286,RPL29P25,0,0,0,0,0,0,0,0,0
ENSG00000241288,LINC02614,55,131,28,70,32,130,45,101,28
ENSG00000241291,RN7SL791P,0,0,0,0,0,0,0,0,0
ENSG00000241293,PPATP1,0,0,0,0,0,0,1,0,0
ENSG00000241294,IGKV2-24,61,25,37,1618,102,556,16,7,15
ENSG00000241295,ZBTB20-AS2,0,0,0,0,0,0,0,0,0
ENSG00000241296,,0,0,0,0,0,0,0,0,0
ENSG00000241305,ACTG1P13,0,0,0,0,0,0,0,0,0
ENSG00000241307,AC104472.2,0,0,0,1,0,2,1,0,0
ENSG00000241313,WWTR1-AS1,6,0,0,0,1,4,1,0,0
ENSG00000241316,SUCLG2-AS1,8,45,9,34,22,29,13,22,0
ENSG00000241317,AL133481.3,0,0,0,0,0,0,0,0,0
ENSG00000241318,WDR82P2,0,0,0,1,0,0,0,0,0
ENSG00000241319,SETP6,0,0,0,0,0,0,0,0,0
ENSG00000241322,CDRT1,7,2,1,2,1,7,6,2,1
ENSG00000241324,AC004930.1,0,0,0,0,0,1,0,0,0
ENSG00000241326,AL603962.1,0,0,0,0,0,0,0,0,0
ENSG00000241328,LINC02070,0,0,0,0,0,0,0,0,0
ENSG00000241333,RN7SL385P,0,0,0,1,1,0,0,0,0
ENSG00000241334,RPL35AP33,0,0,0,0,0,0,0,0,0
ENSG00000241336,LINC01487,0,0,0,0,0,0,0,0,0
ENSG00000241343,RPL36A,2684,1742,2437,1711,781,2042,2456,8348,1976
ENSG00000241344,RPL21P47,0,0,0,0,0,0,0,0,0
ENSG00000241345,AC004690.2,0,0,0,0,0,0,0,0,0
ENSG00000241346,SNRPCP11,0,3,0,0,0,0,0,0,0
ENSG00000241347,RN7SL466P,0,0,0,0,0,0,0,0,0
ENSG00000241350,PMS2P11,0,1,0,0,0,2,0,0,0
ENSG00000241351,IGKV3-11,474,212,986,5390,1386,5962,304,165,110
ENSG00000241352,AC007688.1,0,0,1,0,0,0,0,0,0
ENSG00000241353,PPP1R2P4,0,0,0,0,0,0,0,0,0
ENSG00000241354,AL049874.1,0,0,0,0,0,0,0,0,0
ENSG00000241356,OR5G3,0,5,0,1,1,0,0,1,0
ENSG00000241357,AC092849.2,0,2,1,0,0,0,0,0,0
ENSG00000241358,AC069528.1,1,1,0,0,0,3,0,6,0
ENSG00000241359,SYNPR-AS1,9,56,10,13,1,13,25,35,4
ENSG00000241360,PDXP,104,34,77,52,16,74,70,45,39
ENSG00000241361,SLC25A24P1,0,15,4,1,1,0,0,14,1
ENSG00000241362,RPL36AP43,1,6,7,10,3,9,6,9,1
ENSG00000241367,RPL7AP23,0,0,0,0,0,0,0,0,0
ENSG00000241369,LINC01192,0,0,0,0,0,0,0,0,0
ENSG00000241370,RPP21,147,149,80,114,46,123,166,431,150
ENSG00000241383,LINC01997,0,0,0,0,0,0,0,0,0
ENSG00000241385,AC023245.1,0,0,0,0,0,0,0,0,0
ENSG00000241386,,0,0,0,0,0,0,0,0,0
ENSG00000241388,HNF1A-AS1,138,245,33,312,134,284,102,146,206
ENSG00000241391,RN7SL234P,0,0,0,0,0,0,0,0,0
ENSG00000241392,RN7SL205P,0,0,0,0,0,0,0,0,0
ENSG00000241394,,0,0,0,0,0,0,0,0,0
ENSG00000241395,RN7SL344P,0,0,0,0,0,0,0,0,0
ENSG00000241397,LINC00903,0,0,0,0,0,0,0,0,0
ENSG00000241399,CD302,68,141,117,433,95,275,149,132,50
ENSG00000241400,AC022215.1,0,0,0,0,0,0,0,0,0
ENSG00000241404,EGFL8,16,39,15,46,27,73,44,57,102
ENSG00000241406,RN7SL515P,0,0,0,0,0,0,0,0,0
ENSG00000241408,,0,0,0,0,0,0,0,0,0
ENSG00000241409,AC064852.1,0,0,0,0,0,0,0,0,0
ENSG00000241411,AC104619.1,0,0,0,0,0,0,0,0,0
ENSG00000241413,RN7SL441P,0,0,0,0,0,0,0,0,0
ENSG00000241416,KRT8P13,0,0,0,1,0,0,0,0,0
ENSG00000241418,MCRIP2P1,0,0,6,0,1,0,2,0,1
ENSG00000241420,RN7SL505P,0,0,0,0,0,0,0,0,0
ENSG00000241423,RPL21P103,0,0,0,0,0,0,0,0,0
ENSG00000241429,EEF1A1P25,0,1,1,0,0,1,0,1,0
ENSG00000241431,RPL37P6,0,0,0,1,0,1,0,0,0
ENSG00000241434,AC022137.1,0,0,0,0,0,0,0,0,0
ENSG00000241438,TDGF1P6,0,0,0,0,0,0,0,0,0
ENSG00000241439,AC092903.1,0,0,0,0,0,0,0,0,0
ENSG00000241449,AC092666.1,0,2,0,0,0,1,0,0,0
ENSG00000241451,RPS27P22,0,0,0,0,0,0,0,0,0
ENSG00000241456,AC005996.1,0,1,0,0,0,0,0,0,0
ENSG00000241457,PLSCR5-AS1,0,0,0,0,0,0,0,0,0
ENSG00000241458,RPL7P19,0,0,1,0,0,0,0,0,0
ENSG00000241461,RN7SL182P,0,0,0,0,0,0,0,0,0
ENSG00000241462,AC100832.1,0,0,0,0,0,0,0,0,0
ENSG00000241464,RPL39P38,0,1,0,0,1,0,0,0,0
ENSG00000241468,ATP5MF,1893,3300,1733,1784,849,2298,1425,2828,940
ENSG00000241469,LINC00635,0,0,1,0,0,0,0,0,0
ENSG00000241472,PTPRG-AS1,0,4,15,1,2,3,3,10,6
ENSG00000241473,AC108734.2,0,0,0,0,0,0,0,0,0
ENSG00000241475,AL160408.4,0,1,0,0,0,0,0,1,0
ENSG00000241476,SSX2,0,0,0,0,0,0,0,0,0
ENSG00000241478,HSPA8P9,1,0,0,0,0,0,0,0,0
ENSG00000241479,AC074033.1,1,2,0,1,1,2,1,3,0
ENSG00000241484,ARHGAP8,98,67,48,45,26,53,114,74,49
ENSG00000241487,RN7SL586P,0,0,0,0,0,0,0,0,0
ENSG00000241489,AC244197.3,26,22,32,92,36,66,56,54,27
ENSG00000241490,AC093010.2,0,0,0,3,1,0,1,0,2
ENSG00000241493,AC018638.3,0,1,0,0,0,2,0,0,0
ENSG00000241494,AL355032.1,0,0,0,0,0,0,0,0,1
ENSG00000241499,AL132838.2,0,0,0,0,0,2,0,0,0
ENSG00000241505,AL391645.1,0,0,0,0,0,0,0,0,0
ENSG00000241506,PSMC1P1,277,248,121,144,54,165,99,167,62
ENSG00000241511,RPS15AP24,0,0,0,0,0,0,0,0,0
ENSG00000241520,AC098820.3,0,4,0,0,0,1,1,0,1
ENSG00000241524,RN7SL632P,0,0,0,0,0,0,0,0,0
ENSG00000241525,AC141424.1,1,0,0,1,0,1,0,0,0
ENSG00000241526,AC112771.1,0,0,0,0,0,0,0,0,0
ENSG00000241527,CA15P1,0,1,0,2,0,2,0,0,1
ENSG00000241529,RN7SL767P,2,0,0,0,2,0,1,0,0
ENSG00000241532,AGGF1P3,0,1,0,3,1,2,0,0,0
ENSG00000241534,,0,0,0,0,0,0,0,0,0
ENSG00000241535,CBX5P1,0,1,0,1,0,0,0,0,0
ENSG00000241537,AC134050.1,0,0,0,0,0,0,0,1,0
ENSG00000241539,AC079804.1,1,0,0,0,0,0,0,0,0
ENSG00000241542,RN7SL369P,0,0,0,0,0,0,0,0,0
ENSG00000241544,LINC02029,0,0,0,0,0,0,0,1,0
ENSG00000241546,AC092910.2,0,1,0,0,0,0,1,0,0
ENSG00000241547,ACTG1P20,3,2,0,1,1,1,0,0,3
ENSG00000241549,GUSBP2,8,23,10,19,3,13,15,17,10
ENSG00000241550,RN7SL41P,0,0,0,0,0,0,0,0,0
ENSG00000241552,RN7SL58P,0,0,0,0,0,0,0,0,0
ENSG00000241553,ARPC4,1638,2128,962,1389,702,1904,1097,2465,914
ENSG00000241556,AC018475.1,0,1,0,0,0,1,3,1,0
ENSG00000241560,ZBTB20-AS1,0,1,0,2,1,2,0,0,0
ENSG00000241562,RPL7P5,0,0,0,0,0,0,0,0,0
ENSG00000241563,CORT,1,0,1,5,3,2,0,2,5
ENSG00000241566,IGKV2D-24,3,5,1,51,11,42,0,1,1
ENSG00000241568,RN7SL338P,0,0,0,0,0,1,0,0,0
ENSG00000241570,PAQR9-AS1,0,0,0,1,0,0,3,6,2
ENSG00000241571,ATP5F1AP7,0,0,0,0,0,0,0,0,0
ENSG00000241572,PRICKLE2-AS1,0,0,0,0,0,0,0,0,0
ENSG00000241573,AC011005.3,0,0,0,0,0,0,0,0,0
ENSG00000241577,AC060234.3,0,0,0,1,0,0,0,0,0
ENSG00000241582,RPL23AP8,0,0,0,0,0,0,0,0,0
ENSG00000241587,RN7SL482P,0,0,0,0,0,0,0,0,0
ENSG00000241588,RN7SL484P,0,0,0,0,0,0,0,0,0
ENSG00000241590,RPL17P37,0,0,0,0,0,0,0,0,0
ENSG00000241592,AC021074.2,0,0,0,0,0,0,0,0,0
ENSG00000241593,AC099542.1,0,0,0,0,1,0,0,0,0
ENSG00000241595,KRTAP9-4,0,0,0,0,0,0,0,0,0
ENSG00000241596,AC092468.1,0,0,0,0,0,0,0,0,0
ENSG00000241597,AC022121.1,0,0,0,0,0,1,0,1,0
ENSG00000241598,KRTAP5-4,1,3,1,1,0,0,0,1,1
ENSG00000241599,AL627309.4,0,0,0,0,0,0,0,0,0
ENSG00000241604,RN7SL340P,0,0,0,0,0,0,0,0,0
ENSG00000241607,AC245096.1,0,0,0,0,0,0,0,0,0
ENSG00000241612,AC114728.1,0,0,0,1,0,0,1,0,0
ENSG00000241613,RN7SL618P,0,0,0,0,0,0,0,0,0
ENSG00000241621,GOLGA2P6,0,0,0,0,0,0,0,0,0
ENSG00000241622,RARRES2P1,0,2,0,0,1,0,0,2,0
ENSG00000241625,RN7SL18P,0,0,0,0,0,0,0,0,0
ENSG00000241627,UBQLN4P1,6,6,0,2,0,0,2,7,10
ENSG00000241631,RN7SL316P,0,0,0,1,0,0,0,0,0
ENSG00000241634,AC069499.1,7,6,2,10,2,5,9,8,1
ENSG00000241635,UGT1A1,1,1,0,13,27,10,102,33,3
ENSG00000241636,LINC01323,0,0,0,0,0,0,0,0,0
ENSG00000241640,AC092757.1,0,0,0,0,0,0,1,0,0
ENSG00000241641,RPS23P6,0,0,0,0,0,1,0,2,0
ENSG00000241644,INMT,35,57,62,87,40,156,115,204,100
ENSG00000241648,CADM2-AS2,0,0,0,0,0,0,0,0,0
ENSG00000241651,AC099340.1,0,0,0,0,0,0,0,1,0
ENSG00000241652,RN7SL253P,0,0,0,0,0,0,0,0,0
ENSG00000241654,RPL19P18,0,0,0,0,0,0,0,0,0
ENSG00000241656,UBA52P7,0,0,0,0,0,0,0,0,0
ENSG00000241657,TRBV11-2,4,2,2,10,5,7,1,4,6
ENSG00000241661,PPP1R2P6,0,0,0,0,0,0,0,0,0
ENSG00000241665,RN7SL418P,0,0,0,0,0,0,0,0,0
ENSG00000241666,AL031733.2,0,1,0,1,0,2,0,1,2
ENSG00000241667,AC104445.1,0,0,0,0,0,0,0,0,0
ENSG00000241668,RPL19P11,0,0,0,0,0,0,0,0,0
ENSG00000241669,LINC01327,0,0,0,1,0,0,0,0,0
ENSG00000241670,,0,0,0,0,0,0,0,0,0
ENSG00000241671,AC117394.1,0,0,0,0,0,0,0,0,0
ENSG00000241673,RPS27P12,0,0,0,0,0,0,0,0,0
ENSG00000241674,,0,0,0,0,0,0,0,0,0
ENSG00000241678,AC091564.1,0,0,0,1,0,2,1,1,1
ENSG00000241679,AC018450.1,0,1,1,1,0,1,0,0,0
ENSG00000241680,RPL31P49,0,0,0,0,0,0,0,0,0
ENSG00000241684,ADAMTS9-AS2,2,8,2,28,11,50,2,0,3
ENSG00000241685,ARPC1A,1847,2350,1385,1984,835,2270,1262,2571,801
ENSG00000241690,AL035460.1,0,0,0,0,0,0,0,0,0
ENSG00000241693,RN7SL704P,0,0,0,0,0,1,0,0,0
ENSG00000241695,GM2AP1,0,0,0,0,0,0,0,0,0
ENSG00000241696,LINC02053,0,0,0,0,0,0,0,0,0
ENSG00000241697,TMEFF1,1,0,1,0,0,3,0,0,1
ENSG00000241701,,0,0,0,0,0,0,0,0,0
ENSG00000241709,RN7SL265P,0,0,0,0,0,0,0,0,0
ENSG00000241713,,0,0,0,0,0,0,0,0,0
ENSG00000241717,VWFP1,1,5,7,2,1,3,0,0,0
ENSG00000241720,AL158847.1,0,0,0,6,1,2,1,0,0
ENSG00000241721,SUMO1P1,0,1,4,1,0,0,0,0,0
