"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000167767",247.662550033716,8.20010975655845,0.793962296519396,10.3280845860142,5.26004160847418e-25,3.00571529124235e-22
"ENSG00000139547",114.327095283583,5.78172883671055,0.562652270632079,10.2758473367848,9.05452451490424e-25,5.02179908169263e-22
"ENSG00000229314",2407.09612153986,8.5539294494496,0.835137424323647,10.2425411678529,1.27833885717508e-24,6.88732452278585e-22
"ENSG00000118271",349.885080019789,6.11244836869089,0.597452873144316,10.2308460523788,1.44253562997113e-24,7.55608177065713e-22
"ENSG00000006704",658.805751864117,2.87667747377837,0.282706676506614,10.1754847438528,2.55126510270252e-24,1.30024881193679e-21
"ENSG00000173432",1137.98957349841,8.80481574870462,0.867086259667292,10.1544865352648,3.16471627389995e-24,1.57044880991925e-21
"ENSG00000127564",323.155282569648,3.360847457429,0.331102925725923,10.1504613710693,3.29800555400796e-24,1.59462796748534e-21
"ENSG00000166250",134.212519568257,-5.29737660925885,0.52489171596557,-10.0923227555878,5.9738926121817e-24,2.81624232469776e-21
"ENSG00000181826",121.363690629055,-3.36600829504687,0.33443099787133,-10.0648812953096,7.89825541138699e-24,3.63261956811036e-21
"ENSG00000158106",516.791295446931,4.1936265122624,0.419798032387039,9.98962879462957,1.69214219128082e-23,7.59731554785297e-21
"ENSG00000146678",239.605426141915,7.59020882252476,0.761253055120513,9.9706776497904,2.04826514298507e-23,8.98235716308592e-21
"ENSG00000244414",221.327561814145,6.25543312029339,0.629951096099613,9.93002974202973,3.08163611774736e-23,1.32069118800823e-20
"ENSG00000105697",242.233549530711,8.81969916870181,0.89435333852117,9.86153770419792,6.11062939287278e-23,2.56062529914227e-20
"ENSG00000055957",607.204261222601,7.12924886984861,0.723268041557939,9.85699417119553,6.39347212452526e-23,2.62090660548202e-20
"ENSG00000268388",219.520106322915,-5.2261962588709,0.533300306192078,-9.7997248420641,1.12892751135696e-22,4.52940129396984e-20
"ENSG00000080618",110.142873496645,7.10336415678847,0.72547183348982,9.79137139290211,1.22621299813309e-22,4.81722885537409e-20
"ENSG00000136044",1527.77832305414,-2.04823028829526,0.210716576482204,-9.72030925373469,2.47030083009549e-22,9.50662505165522e-20
"ENSG00000132855",95.6598687661657,6.94598678667194,0.715323592571252,9.71027218842928,2.72608155549963e-22,1.02811439784113e-19
"ENSG00000101938",267.942274803912,-8.75339600858972,0.904556271928698,-9.67700548902911,3.77614253498066e-22,1.39621019180648e-19
"ENSG00000062282",396.085687010036,3.43195790765734,0.354753819827562,9.67419578265723,3.88131140139258e-22,1.40749786723192e-19
"ENSG00000163815",419.681434075883,-4.93005451526462,0.509907018215357,-9.66853630004839,4.1020272471347e-22,1.45947033583432e-19
"ENSG00000261701",148.886620918087,7.41283708901947,0.76844992229337,9.64648036777273,5.08718141300925e-22,1.77646259083547e-19
"ENSG00000005249",152.18401549736,-4.59618247236149,0.47677706645066,-9.64010812553865,5.41309288092085e-22,1.85590349919135e-19
"ENSG00000175003",72.2583056013919,6.15503741485083,0.639157770829517,9.62991877085784,5.97767134436904e-22,2.01287408108513e-19
"ENSG00000165072",96.5903256526301,-6.22010505852444,0.646573491659396,-9.62010527613941,6.57638210764063e-22,2.17562872638209e-19
"ENSG00000104435",126.238500674488,-4.14287133426889,0.435141936089108,-9.52073562824917,1.71957438290134e-21,5.59069209282251e-19
"ENSG00000197614",296.313825458572,-7.06411534831553,0.745770718385177,-9.4722347957178,2.73919490412605e-21,8.75474547578051e-19
"ENSG00000118137",2305.96528726687,7.42698598058002,0.785292673744498,9.45760253328997,3.1508442607491e-21,9.90257837082429e-19
"ENSG00000110245",770.780104714307,7.40363740890696,0.786632719958688,9.4118096299068,4.87667338609333e-21,1.50753164002561e-18
"ENSG00000158104",315.526617082186,6.36255607160617,0.677008921979179,9.39803873338296,5.55895636514781e-21,1.69072968028375e-18
"ENSG00000250722",3985.93956297454,-3.2655637420435,0.347569459819902,-9.39542773331006,5.69858076875683e-21,1.70568472311821e-18
"ENSG00000044012",187.518655957947,-6.42337843788731,0.68380073407528,-9.39364074619458,5.79613431751836e-21,1.70777663789756e-18
"ENSG00000066813",62.9086057127937,6.3222898218067,0.678527027153487,9.31766837399178,1.18924913667447e-20,3.45010322619545e-18
"ENSG00000198099",472.031631796294,5.99296168312706,0.64364796780175,9.31093079279782,1.26716934465145e-20,3.62045641395339e-18
"ENSG00000091513",1344.47299121058,6.56206723246777,0.706044570459972,9.29412604673489,1.48420477731291e-20,4.12531286975521e-18
"ENSG00000138722",192.468084668753,-5.11727005431095,0.550606353930993,-9.29388122344896,1.4876240926094e-20,4.12531286975521e-18
"ENSG00000154175",341.39322440689,-4.0118180913031,0.43199118970036,-9.28680534916882,1.58988631198163e-20,4.34499799783153e-18
"ENSG00000211938",387.967337418836,-4.94782441232495,0.53322269078827,-9.27909576580569,1.70922911580667e-20,4.60441906239519e-18
"ENSG00000021852",240.678841459839,7.49993454786826,0.81392202985615,9.21456143556377,3.12553355875168e-20,8.30115300244795e-18
"ENSG00000114771",114.259256173795,5.92963740936845,0.643979208491522,9.20780877888624,3.32849992319242e-20,8.63891889632113e-18
"ENSG00000183034",243.203074989647,-8.91399971667444,0.968144892509671,-9.20729922312263,3.344334090425e-20,8.63891889632113e-18
"ENSG00000197165",101.081007384274,-3.81072717984195,0.41539418437585,-9.17376150936671,4.56794962022768e-20,1.16402467552207e-17
"ENSG00000119121",831.056972394197,-5.45522983571025,0.59489735296095,-9.17003548353044,4.72863363300604e-20,1.1889045922346e-17
"ENSG00000112759",911.824435646882,2.70485393397317,0.295175626888714,9.16354091455168,5.02217535098594e-20,1.24609421833608e-17
"ENSG00000141582",392.355805879172,2.43554657282945,0.266140958905285,9.1513406386133,5.62313158928679e-20,1.37708301791144e-17
"ENSG00000138115",151.418962943629,6.70218913773915,0.739444250311192,9.06381939533448,1.25960891248344e-19,3.04518529008977e-17
"ENSG00000105707",126.308942288474,5.67361711138937,0.628510566425531,9.02708309846944,1.76308527932568e-19,4.20841760914484e-17
"ENSG00000211890",15201.6054896348,-5.5771404584227,0.618485905660045,-9.0174091396162,1.92590018585758e-19,4.53958747558955e-17
"ENSG00000197249",12598.0534979132,3.76304634531123,0.417839882884343,9.00595299648031,2.13800748384889e-19,4.97733421270845e-17
"ENSG00000136546",82.6281355281842,-5.54137172479588,0.619014622367906,-8.95192379074757,3.49340109540624e-19,8.03354444586287e-17
"ENSG00000106327",313.224739653405,5.66820855016455,0.63377656848759,8.94354387965283,3.76885592212503e-19,8.56256820765202e-17
"ENSG00000148965",100.713921872824,7.74356554515011,0.867769479816743,8.92352833932971,4.51664116609237e-19,1.01393217225005e-16
"ENSG00000101057",1034.68034427749,2.90289226962132,0.326056964927929,8.90302180866761,5.43464966182551e-19,1.20566104321228e-16
"ENSG00000127586",463.985372016689,2.62050036785695,0.295135510623233,8.87897346653841,6.74802010108315e-19,1.4796211051875e-16
"ENSG00000049130",570.763264218385,-2.28108804328002,0.258137070119804,-8.83673174961405,9.85594111681498e-19,2.13624691539977e-16
"ENSG00000141485",116.070454639849,6.66740191544264,0.756327212706838,8.81549916944084,1.19152984332198e-18,2.55325889267302e-16
"ENSG00000106809",181.908631944426,-6.32163286248919,0.717505943111507,-8.81056515723767,1.24516488543848e-18,2.63821058929364e-16
"ENSG00000172260",100.314271888291,-6.00876621043196,0.682095788808559,-8.80927035325593,1.25963057436286e-18,2.63920597119561e-16
"ENSG00000175063",776.741919552665,2.92175770992843,0.332566460248954,8.7854851861527,1.55691065935409e-18,3.22622684653187e-16
"ENSG00000169432",134.679520271122,-4.31905210392975,0.492984380861469,-8.76103234017759,1.9347028298343e-18,3.96550991980276e-16
"ENSG00000118520",122.664694130483,5.43000510808471,0.620183380061999,8.75548310814438,2.03231067021897e-18,4.12078304390529e-16
"ENSG00000160712",445.552463356489,-2.39297005510079,0.273757791204314,-8.74119434034608,2.30658843711179e-18,4.62716363389544e-16
"ENSG00000073737",504.142188641909,-5.97604937536114,0.684343234826076,-8.73253226048175,2.49033189263338e-18,4.94317773677765e-16
"ENSG00000255974",117.21636613776,6.54957612267417,0.750400237711282,8.72811040498915,2.58962793523231e-18,5.08673062236206e-16
"ENSG00000171714",78.7715642682333,-4.2488155437562,0.487404917635037,-8.71721927708916,2.85117622401936e-18,5.54274536663227e-16
"ENSG00000156284",658.810176709238,-8.97848214013917,1.03277748272553,-8.69353010722572,3.51348507375106e-18,6.76059061589018e-16
"ENSG00000122641",346.110371765721,5.00270661590573,0.575606664213509,8.69118953433465,3.58664102181566e-18,6.83164542912909e-16
"ENSG00000178773",418.794920907682,6.73051059355087,0.774589201087992,8.68913558838305,3.65207577725702e-18,6.88671929317356e-16
"ENSG00000156096",121.121662970397,6.16454943460035,0.710616526663569,8.67493113837874,4.13800800242272e-18,7.725783851652e-16
"ENSG00000089199",86.7365341121181,-7.0726162575386,0.820057945748672,-8.62453232019069,6.43551041340986e-18,1.18974921436931e-15
"ENSG00000275395",10526.873080852,-5.31125849618468,0.617376136801886,-8.60295398474244,7.76901295261191e-18,1.42233278880974e-15
"ENSG00000104760",896.829623538357,7.16074151404371,0.833744816429592,8.58864891623398,8.79979631678659e-18,1.59555537640043e-15
"ENSG00000091583",1238.68336245963,6.36240014802324,0.741493615893598,8.58051911931259,9.44459301643869e-18,1.69615895724747e-15
"ENSG00000146469",180.85079014133,-7.37518566280478,0.859714548737614,-8.5786447067045,9.59974937669896e-18,1.7077591886454e-15
"ENSG00000157131",186.415180010114,7.32103936175121,0.855998507035123,8.55263099360851,1.20314057327789e-17,2.12033848507488e-15
"ENSG00000145687",147.162097271408,-2.49818363922663,0.292400786992334,-8.54369670110404,1.29994950882567e-17,2.26973591554868e-15
"ENSG00000187783",162.099351455961,-3.96174367639422,0.466289168784327,-8.49632361550016,1.956899291867e-17,3.38543577492992e-15
"ENSG00000115263",411.570785620835,-10.1596218258781,1.19730605539577,-8.48540085477125,2.14976355187812e-17,3.68528102706961e-15
"ENSG00000172164",896.24831288126,2.17639158865138,0.256604952845419,8.48148706608348,2.22333784501866e-17,3.77707042734386e-15
"ENSG00000129167",115.574438884577,-5.54811231204729,0.655954134897938,-8.45807963831273,2.71816471245368e-17,4.57646714131599e-15
"ENSG00000122194",765.314386488626,6.72721234368743,0.796509212692536,8.44586884431207,3.01792370888653e-17,5.03619357331622e-15
"ENSG00000156966",1577.59907312855,-6.38208032308233,0.757190234648371,-8.42863527690117,3.49719726255707e-17,5.78479375263497e-15
"ENSG00000151655",627.670907225065,6.4833135942076,0.769912685961726,8.42084266491733,3.73785963682051e-17,6.12911471056733e-15
"ENSG00000082397",572.10260554184,-3.2582060017519,0.38698325973703,-8.41950115352788,3.78090738232151e-17,6.14625607831352e-15
"ENSG00000163347",669.106497467485,4.46422295759498,0.53161229976776,8.39751630943305,4.56021223606859e-17,7.34973693466201e-15
"ENSG00000197766",867.212474813303,-4.35687474957422,0.518999277689912,-8.39476071906468,4.66844000194141e-17,7.46040450140756e-15
"ENSG00000203499",325.106583050267,2.90488657892145,0.346725637869129,8.37805533151225,5.38093490874569e-17,8.52674702304348e-15
"ENSG00000213088",92.406650037141,-6.19389683873313,0.739856953960172,-8.37174916797032,5.67691832796287e-17,8.92080407586632e-15
"ENSG00000077942",1458.22174546447,-5.4087454064686,0.64658827448927,-8.36505334208369,6.00877352710652e-17,9.36425143807006e-15
"ENSG00000007933",150.03330787562,4.80656001887239,0.5784526575495,8.309340368898,9.62355189510722e-17,1.48746982037735e-14
"ENSG00000111846",113.113683112304,-3.5740799703542,0.430399364059333,-8.30410142023699,1.00577703783194e-16,1.54194614653633e-14
"ENSG00000186198",318.468095566131,-3.7400475365402,0.452172021279432,-8.27129357972581,1.32513298951427e-16,2.01516393413473e-14
"ENSG00000102265",2536.90315133976,3.00327584913884,0.363966061951177,8.25152716997472,1.56383071926785e-16,2.34040919628841e-14
"ENSG00000242366",66.3593756741828,-4.78257434213117,0.579568477341114,-8.25195732534003,1.55821069056736e-16,2.34040919628841e-14
"ENSG00000187699",767.407746071667,-5.18529790446054,0.629117998690705,-8.24217065042165,1.69114127986192e-16,2.51101189876821e-14
"ENSG00000152669",102.269016023225,4.92408880389249,0.59778698884921,8.23719635211829,1.76293028372889e-16,2.59715440314653e-14
"ENSG00000006327",450.024800908657,3.47892891513804,0.422648400604949,8.23126009742033,1.85254229833328e-16,2.68718385535929e-14
"ENSG00000091651",214.00547514268,2.00666873184989,0.24376186002216,8.23208656049583,1.83980226712893e-16,2.68718385535929e-14
"ENSG00000109072",1251.44282854128,7.20037417476856,0.876006639848035,8.21954292037974,2.04280244218862e-16,2.89632523701886e-14
"ENSG00000123560",103.434650712239,-10.5246016947015,1.28038680696572,-8.21986108998018,2.03739027725504e-16,2.89632523701886e-14
"ENSG00000167600",1900.95904326048,2.79809159528382,0.340414208175266,8.21966747593328,2.04068202698119e-16,2.89632523701886e-14
"ENSG00000280411",586.393217070694,-4.76284991171398,0.580534103357064,-8.20425515774485,2.32024856649055e-16,3.26514382226211e-14
"ENSG00000188488",113.497152337714,4.12474213571575,0.502829293574554,8.20306650472458,2.34331478792284e-16,3.27317681154526e-14
"ENSG00000186185",294.53444114735,2.56347362196034,0.313210947922113,8.18449558984704,2.73446554512964e-16,3.78338026403427e-14
"ENSG00000187048",204.695135419175,7.08855805021246,0.866162093342632,8.18387009163238,2.74870390927875e-16,3.78338026403427e-14
"ENSG00000129988",348.606409067292,7.52263169604246,0.920195785147143,8.17503385417002,2.95782812304995e-16,4.04172209538789e-14
"ENSG00000154822",299.581562321908,-2.32802724915889,0.285790170844673,-8.14593182920967,3.76372140187206e-16,5.10593485432384e-14
"ENSG00000065809",705.863484479296,-2.31754447649939,0.285986629799996,-8.10368120397852,5.33207131551911e-16,7.18191919976742e-14
"ENSG00000109265",488.372809665253,-3.20039864309611,0.395206611488828,-8.09803922823944,5.58520608643964e-16,7.46951994127604e-14
"ENSG00000108479",258.723090283494,2.36446671321623,0.29291342072255,8.07223754850029,6.90214217721457e-16,9.16575317153064e-14
"ENSG00000163581",163.350249152641,6.67999617156719,0.827644104006244,8.07109739468015,6.9669112946716e-16,9.18706617367988e-14
"ENSG00000143882",182.731264252602,3.37510134915594,0.418820270931521,8.05859119867621,7.71787317040154e-16,1.01066621093237e-13
"ENSG00000117601",469.701695675213,6.73764951315853,0.837746096681907,8.0425913529703,8.79582688685233e-16,1.14388212141637e-13
"ENSG00000138207",806.916179789832,5.5131908631992,0.686859208710082,8.02666804679368,1.00155609124264e-15,1.29358515154538e-13
"ENSG00000169764",3348.92461132818,-1.97992986625217,0.246695269188113,-8.02581205861069,1.00856529129154e-15,1.29377657808738e-13
"ENSG00000116785",101.65959256276,6.69064035309823,0.835191830040382,8.01090254052741,1.13869661544824e-15,1.44110081057097e-13
"ENSG00000164176",646.521359594673,-3.85754247361146,0.481534177387746,-8.01094222332894,1.13832921065289e-15,1.44110081057097e-13
"ENSG00000146670",494.237228400987,2.08721906688396,0.260790708552625,8.00342572965085,1.21004678025652e-15,1.52119014235315e-13
"ENSG00000116106",91.5812393507937,-4.2018761439157,0.525217964991476,-8.00025213148202,1.24164700935742e-15,1.550578652679e-13
"ENSG00000091138",13670.557383843,-4.78379279072247,0.598129139711901,-7.99792632244379,1.26532043078453e-15,1.56974653705947e-13
"ENSG00000138735",492.407166286128,-2.35029196639091,0.294016767741912,-7.99373445413153,1.30911570216355e-15,1.61346371213713e-13
"ENSG00000197273",1144.31025106842,-5.71204700952833,0.714822516645553,-7.99086049546012,1.34000122711262e-15,1.64080539867939e-13
"ENSG00000147647",68.2284848551392,6.52866709057923,0.818572149420268,7.97567703128305,1.51547760475777e-15,1.8437007221237e-13
"ENSG00000141570",156.209456536178,2.31970908079961,0.291289125640806,7.96359656645778,1.67109485465092e-15,2.01998946629182e-13
"ENSG00000180210",496.234188753844,7.46133788037365,0.937068424879074,7.96242588297275,1.68698664232192e-15,2.02621064422067e-13
"ENSG00000196620",112.434077545153,5.67836490835481,0.713752728469691,7.95564721767077,1.78197489489454e-15,2.12675320209027e-13
"ENSG00000146555",74.6343170305708,-3.73452328534936,0.469842189861217,-7.94846304980077,1.88839645071979e-15,2.23959068372472e-13
"ENSG00000059728",1502.16836671607,-2.75846244147762,0.347176393396277,-7.94542052382299,1.93533105422336e-15,2.28090860559312e-13
"ENSG00000211966",621.479785208426,-4.40602658986956,0.55555009936233,-7.93092575255927,2.17518242797094e-15,2.54766553069864e-13
"ENSG00000145192",808.467095813467,7.04750670604903,0.890891172926036,7.91062580955007,2.56098218103395e-15,2.98101487578749e-13
"ENSG00000099937",147.907230386207,7.1595980606539,0.905398834273075,7.90767315975417,2.62244224638631e-15,3.03382781841145e-13
"ENSG00000013573",692.959158498129,1.92370557007295,0.243565193618412,7.89811360767242,2.8315601011079e-15,3.25577614796291e-13
"ENSG00000083807",223.623695991753,4.06616423961199,0.514990091777388,7.89561644881052,2.88883806517211e-15,3.26196523323057e-13
"ENSG00000109084",736.721992066643,2.07332897993315,0.262569153524692,7.89631589278887,2.87268070262052e-15,3.26196523323057e-13
"ENSG00000170509",87.0972908762134,4.81139991180376,0.609304980716742,7.89653796386824,2.86756943070651e-15,3.26196523323057e-13
"ENSG00000183747",43.8994776203465,5.32458227868526,0.674902210758549,7.88941300503484,3.03611188094295e-15,3.40785486541317e-13
"ENSG00000171557",4219.93209268479,7.04351294884973,0.893105132075355,7.88654403147629,3.10669971493838e-15,3.46645186536053e-13
"ENSG00000134339",434.376312865905,8.42834726672892,1.07146040652092,7.86622372178561,3.65506646405523e-15,4.05432872427585e-13
"ENSG00000080493",1680.19970854257,-5.85759637745699,0.7470788487213,-7.84066686867504,4.48159937815045e-15,4.94207716220954e-13
"ENSG00000079689",83.1205963038996,-6.8905929721305,0.879821930726265,-7.83180406340012,4.80918613782655e-15,5.27248970936019e-13
"ENSG00000188738",168.004589323114,-3.55224371078895,0.453916008739231,-7.82577314392467,5.04546444832266e-15,5.4995562486717e-13
"ENSG00000244355",161.659033051648,9.63561493229234,1.23322287640306,7.81336051792725,5.56830293529508e-15,6.03456830177352e-13
"ENSG00000184564",103.956170597011,-7.27109142484374,0.930999856128662,-7.80998125507647,5.71964917284729e-15,6.16316711156465e-13
"ENSG00000198488",278.552106941658,-6.03701150828439,0.773947883393668,-7.80028169572972,6.17691353772686e-15,6.61807151027928e-13
"ENSG00000183734",990.121430309128,4.32063446360376,0.55416464998936,7.79666199149787,6.35662066733989e-15,6.77213536293945e-13
"ENSG00000110169",1151.65313178177,6.56415756055575,0.842260480661913,7.79350059900369,6.5177772286586e-15,6.90481602251771e-13
"ENSG00000169710",3542.36947979683,2.52827064445322,0.324905391488869,7.7815595268133,7.16359091049259e-15,7.54658289380775e-13
"ENSG00000152580",58.1768446510967,-5.69010183616627,0.731966297090986,-7.77372108358012,7.62134550825673e-15,7.98420623606651e-13
"ENSG00000145362",157.105451727898,-4.24093727671939,0.546010756122388,-7.76713137821188,8.02835610092259e-15,8.31817093379655e-13
"ENSG00000243264",183.187538438151,-6.01217184607178,0.773988819056537,-7.76777609449241,7.98760950247318e-15,8.31817093379655e-13
"ENSG00000273604",160.222338735408,4.28980101447593,0.552549518812694,7.76364989638171,8.25194903331153e-15,8.50311491372435e-13
"ENSG00000135480",117.525476515194,6.22820390132099,0.802631104526751,7.7597340374608,8.51076739170808e-15,8.72214895138257e-13
"ENSG00000079557",67.6957277506844,6.9838188717275,0.90292710416937,7.73464307304422,1.03693607339693e-14,1.05250846878378e-12
"ENSG00000131386",56.9720607777342,-3.39791597740727,0.439319835748514,-7.73449250616671,1.03816394545147e-14,1.05250846878378e-12
"ENSG00000138829",97.530623472993,-3.9775653578913,0.514904418968522,-7.72486156918079,1.11974964145591e-14,1.12915074807134e-12
"ENSG00000177675",514.917778899862,-4.04884693527793,0.526615750357671,-7.68842734484869,1.48954565211024e-14,1.4940618277576e-12
"ENSG00000168309",103.458518746196,-4.02564944776225,0.523775351590487,-7.68583217125058,1.5200566652222e-14,1.51659833524312e-12
"ENSG00000171951",104.96080390168,-5.49844954288554,0.716638657883731,-7.67255503508942,1.68603578192479e-14,1.67334614419767e-12
"ENSG00000176533",78.8314970217708,-3.12144234080227,0.407853131624189,-7.65334896013126,1.95811598926954e-14,1.93320383296627e-12
"ENSG00000134201",40.3986539556443,-4.52084204418145,0.591383643595391,-7.6445165386997,2.09731852537173e-14,2.05985080379868e-12
"ENSG00000181085",156.304583745625,4.42740650023827,0.57923430051636,7.64355028058844,2.11312555121874e-14,2.06462220307418e-12
"ENSG00000170915",1611.76688144712,-2.38339541874321,0.311847850541004,-7.64281496443993,2.12523306464317e-14,2.06574844845239e-12
"ENSG00000145423",593.683994403469,-8.42914145202655,1.10585794020259,-7.62226425799531,2.49264076072823e-14,2.41044752948986e-12
"ENSG00000160949",564.105366012447,2.19733693361031,0.288789129813038,7.60879377638926,2.76665784915094e-14,2.66177893170609e-12
"ENSG00000140107",155.980009992446,6.70144798739701,0.881040901367777,7.60628476724896,2.82087383959189e-14,2.70016334990783e-12
"ENSG00000160957",684.769874360729,2.83079567728975,0.372571205787297,7.59799907592931,3.0074447888831e-14,2.86421143353377e-12
"ENSG00000171560",5348.31915053712,6.8155344219271,0.899664954224335,7.57563622982653,3.57371879797271e-14,3.38641283283274e-12
"ENSG00000211664",99.8238255128797,-4.63906371394553,0.612991163007838,-7.56791287362524,3.79268207544342e-14,3.57593029483183e-12
"ENSG00000101255",830.016533145382,4.82455496518009,0.638069671344475,7.56117267729445,3.99451529776326e-14,3.74749129203591e-12
"ENSG00000113905",770.310104384456,6.42700598974704,0.850760093181055,7.55442814168209,4.20704153255746e-14,3.92733575145723e-12
"ENSG00000088002",129.120888227073,3.96946252465811,0.525993632116598,7.54659806181492,4.46774710306061e-14,4.15016291243418e-12
"ENSG00000116882",33.2858356179348,5.64297175569531,0.748485657615784,7.53918488387654,4.72918094784802e-14,4.37147868301815e-12
"ENSG00000104321",150.75520219779,-7.94632440884486,1.05664681099269,-7.52032214187022,5.46414396982806e-14,5.02621282141696e-12
"ENSG00000186910",83.7518551187788,5.40659389795337,0.72084735266276,7.50033121156898,6.36567785565295e-14,5.82706734582756e-12
"ENSG00000175832",850.822403340031,4.74296538123246,0.632434512165496,7.49953598356333,6.40441399568447e-14,5.83420457568222e-12
"ENSG00000139117",202.350060325182,-3.33496138525902,0.444819377643871,-7.49733836444742,6.51267073160656e-14,5.90429961470697e-12
"ENSG00000101981",91.0637619796065,6.72065711554715,0.896605517294212,7.49566781144603,6.59616531866184e-14,5.95138226861274e-12
"ENSG00000100652",40.4800807355883,5.65838019008137,0.756300136920002,7.48165961350326,7.33898318227618e-14,6.59005742229438e-12
"ENSG00000170419",56.0758083192477,-9.64528844002241,1.29171980838149,-7.46701287495766,8.20357443892993e-14,7.33150726042188e-12
"ENSG00000175336",80.2730007932449,6.31772033559241,0.846477317625045,7.46354356348022,8.42260124057702e-14,7.49174488648872e-12
"ENSG00000025423",178.476297513879,2.9437078538999,0.394645125902611,7.45912634082889,8.70980614149062e-14,7.71083635728115e-12
"ENSG00000135678",669.433790646346,-3.18923546821424,0.427831902633774,-7.45441246569272,9.02691840455943e-14,7.95423366143819e-12
"ENSG00000171564",5116.44723126339,6.90409236827223,0.928753620621754,7.43371785043516,1.0558706811944e-13,9.26072252803853e-12
"ENSG00000211976",190.343288515727,-4.30009277891273,0.578903118139355,-7.42800072097314,1.10251357889485e-13,9.62504562834272e-12
"ENSG00000130706",1855.07025131676,1.8698652369482,0.251932330942912,7.42209318649105,1.15283651719743e-13,1.00179899561254e-11
