"","SRR975564","SRR975565","SRR975566","SRR975569","SRR975570","SRR975571","SRR975597","SRR975598","SRR975599"
"ENSG00000001617",8.28291033327568,8.96660550887581,9.96295240039341,8.23023457876175,8.33540167075911,8.16140141932855,10.3120597528989,9.43189350699213,8.36664506169605
"ENSG00000001626",10.3957553929226,11.0130901426174,11.9910309255674,12.2870961227941,12.1807269736674,11.6473066681282,11.6527626440417,10.6287739563725,9.54095217253509
"ENSG00000001629",9.31075981517789,9.98434751048145,9.92326795522941,10.0662730421975,9.8910446020204,9.7448475868541,9.35648670462427,9.16081108848769,9.52377004788353
"ENSG00000001630",8.41332330150003,8.17106056283503,8.40361395266922,7.35774305109004,6.97190215993303,7.14772596641904,8.04439909747867,8.24676018922558,7.30255218848354
"ENSG00000001631",8.79281162804571,10.0048262727935,9.14122285436399,9.11958064313834,9.07283076931839,8.89122716198088,9.07545468035329,8.8988913464517,8.62099586912988
"ENSG00000002016",7.5536974087095,7.39472711613187,7.46225404116067,8.12725941862919,8.22881538349493,8.15824678834969,7.66266578178299,7.37695491032234,7.64869933289083
"ENSG00000002330",8.69688247452901,7.40169641365789,8.0187825460556,8.69076968608745,8.88090106041289,8.66829137482375,8.34969276840586,8.49406627527494,8.75090417066177
"ENSG00000002549",11.3409265723834,11.0364806966491,11.4653987440795,10.4466311368401,10.65975477207,11.1798624879559,11.0839054097739,10.4453941057282,9.8612472187909
"ENSG00000002586",11.0831316577996,11.2578002293936,11.190456892953,11.1385830539654,10.9299349465181,10.8093527561531,11.1017265183758,10.1405203973167,10.4861938351867
"ENSG00000002587",8.02519279224507,8.05310306791494,7.37558780763842,7.15375470038042,7.45724880342553,7.41153639122273,7.35954429376248,7.28619587498121,6.886280401517
"ENSG00000002726",10.2377807209906,11.1883964635415,10.9401665349366,12.021284269503,12.4620120687751,12.5202575966615,10.3676807138361,11.7287814311508,10.6502710112407
"ENSG00000002746",5.50938732698774,5.54570832959472,5.69203338842791,5.19714586488106,4.88259240545612,4.84614275990945,4.73285034992867,4.99682036274331,5.12982289041072
"ENSG00000002822",8.94667166477821,8.56148549055103,8.84427250721545,8.09121714744039,8.30344284462684,8.29947134112053,8.57492262423762,8.66398069317652,9.33175954416381
"ENSG00000002834",13.2033591971361,12.623391532912,12.1970513657046,12.5869771604914,12.7878262541815,12.5324364107719,12.5883409864549,12.2707478714589,12.7350702383564
"ENSG00000002919",8.51888525074811,8.58590913450842,8.6428237449751,8.72869775171637,9.02475277701323,8.54113685305203,8.2246640265309,8.5878082885658,8.85910527291657
"ENSG00000002933",8.82719602324693,12.4757916704019,12.0741354504196,10.7123227651152,10.5055880753122,11.3922357768048,11.2611679723977,11.8262605167872,9.78831645989091
"ENSG00000003056",10.4014624012642,10.900442410145,11.0136328769583,10.5500193328649,10.1878413487976,10.65413746513,10.732157066716,10.6089144759786,10.4411679134603
"ENSG00000003096",7.0725493424291,6.6320364337178,10.4179352371143,7.56780619402441,7.07192741443605,7.12823095778297,5.77565346598492,5.2873292006811,5.39540652985125
"ENSG00000003137",5.99811821569895,7.18402776829244,5.17827285983236,6.15223243893399,6.13588256480408,6.56097965336802,4.99690694899455,5.43703110989614,5.7192637981427
"ENSG00000003147",9.91627893599589,10.4073254926249,9.40418334294018,9.26526479536166,8.96485462942359,8.77896575522602,9.75568521099049,9.7295393244094,10.4190457354565
"ENSG00000003249",8.00020103212294,7.5840264496583,6.87986638706898,5.82661167297712,5.96851955841229,5.9010755394506,8.77285972553117,7.79260851710389,8.24572102077682
"ENSG00000003393",8.75460946314582,8.95025453361827,9.26287724139775,8.536216206456,8.4853055475159,8.39359369609126,8.90825896008197,8.36481696902154,8.05717069789482
"ENSG00000003400",8.51184933633751,8.88538543144782,8.31410439120293,9.8769439787857,9.69319270313608,11.2571209033377,8.43991255147323,8.69915632127968,8.06673650731729
"ENSG00000003402",10.7325070502819,10.9328568664934,10.7425274035087,11.3161141084762,11.1784043049736,11.3821764211322,10.3523218651659,10.6272559750058,10.5838824167402
"ENSG00000003436",8.06910379651118,8.74343577429463,8.4369672890469,8.64190633840177,8.39725681844213,8.61648068835106,8.18043674039532,8.54008605565993,8.27073664904218
"ENSG00000003509",7.84591365074902,7.85053407610442,7.84452292453905,7.60938663716399,7.75939567376948,7.60123456909294,7.91219946483552,7.89777783065728,7.52863035545474
"ENSG00000003756",9.90426767998437,9.87981467808862,9.88934208855358,10.6956960570062,10.6455352672115,10.6030784503362,10.2983853069549,10.3090702514671,10.3525138852766
"ENSG00000003987",5.27742349205853,5.04059448705042,5.11285927292909,6.02569753949433,5.92277522043914,5.81399234946742,5.71389175694022,5.05366616404052,5.12982289041072
"ENSG00000003989",6.29160903591592,7.9196987497423,6.06322119201309,8.00469586421755,7.8730318854556,7.60123456909294,8.56732295861756,8.04683774509142,7.60979808461394
"ENSG00000004059",10.2951123582778,10.9876006432466,11.0001895951176,9.84066291478717,10.2434562476379,10.0995384718426,10.3097896646189,11.1995323277606,10.7889754138285
"ENSG00000004139",7.51164582621104,6.70307086458032,6.82186195245114,7.22286696720652,7.36649905223258,7.34590270090568,7.5192303787051,7.02954326054588,7.99838907846344
"ENSG00000004142",11.3023060378237,9.93065172524028,10.9599084664833,10.1619069593834,10.4338511037379,10.355458041298,10.8855817518682,10.8498818687324,10.4429962012475
"ENSG00000004399",10.166948566496,9.84616079498362,10.7434769568514,9.3375317153897,9.33572307694227,9.84203128796391,10.8217018828166,9.29891009669528,10.3890115068221
"ENSG00000004455",11.7778083121993,10.9950106573658,10.8566262839196,11.1590858178037,11.330327661027,11.3139650621635,11.4523182589349,11.1331714125623,11.1607192767751
"ENSG00000004468",6.25623052286864,6.43585604038381,7.44345099784225,7.73666201581079,6.99249581324977,7.75176561927755,7.48708417667112,5.53566981066995,7.66143248123709
"ENSG00000004478",12.4770395136066,12.5354441821854,11.4239506997848,11.0558555682574,11.207732373152,11.3925698835581,12.1776268318417,12.5897463945739,11.6794819617094
"ENSG00000004487",10.5629461838543,10.044931243902,10.5573013688226,10.1313175134118,10.2116330164484,9.98895758094591,11.1901419263045,10.1637461335383,10.4022285144631
"ENSG00000004534",9.63220360199817,9.81428327169092,10.9401665349366,10.7264232494071,10.7555493948848,10.827260151981,10.3957774365811,10.534743255462,10.1345085708435
"ENSG00000004660",8.6750159641069,7.27062447613881,7.43395445212081,7.26274796452016,7.31882616329937,7.9658377222047,9.34322028701784,8.19420038502762,8.10437155417107
"ENSG00000004700",9.02031670252777,9.38316287909756,9.70464021794286,8.67142337971144,8.47817115947498,8.62790398514114,8.78927506840295,8.44306383437897,7.77116008598539
"ENSG00000004766",7.52580267020029,9.20768847910242,8.63053029465021,9.04268953616971,8.80319226432189,8.60265166610306,8.69483568789855,8.61876384889413,8.20303126204637
"ENSG00000004776",7.7649847246013,6.27062329444866,6.54313151227293,6.57133931195643,6.81838091636634,7.24732512772772,7.25805274417551,7.13795203357038,7.42762870865354
"ENSG00000004777",6.6808209752425,7.24753488147605,6.56123635970728,6.67576465563602,6.72220647464565,6.50003792620829,7.5192303787051,8.20241326926052,7.95781100096708
"ENSG00000004779",10.1169463537494,9.84868079992468,9.52182389772281,9.47898120527304,9.75043815432594,9.67181568748576,9.78049487012327,10.4367537865628,9.65581060259087
"ENSG00000004799",7.42358251177205,9.11436696523649,7.64589061583964,10.3603403130379,10.3890310978612,10.02130348512,8.37169447024074,8.60646160601591,7.64869933289083
"ENSG00000004838",5.54316514263537,5.18642332195921,5.17827285983236,5.07636255624121,5.12982872319989,5.15426280410088,5.06459774184135,5.05366616404052,5.31555428450052
"ENSG00000004846",4.27061930623946,4.27061930623946,5.17827285983236,5.26864941077939,5.39541401460337,6.1432743857657,4.59816187094879,4.56969369479435,4.27061930623946
"ENSG00000004848",7.69799595373048,4.27061930623946,4.76145097929766,5.4255264215742,5.12982872319989,4.94982232520349,4.27061930623946,4.56969369479435,4.27061930623946
"ENSG00000004864",9.43846031682009,9.88596156535954,8.72989729701517,9.41363019470962,9.45656171537403,9.29495313629309,9.55172370862683,9.48485175887272,9.18204072284819
"ENSG00000004866",8.46160728730805,8.52088860089848,8.37439435617268,7.83610064451092,7.36649905223258,7.67406763924729,7.81886337019573,8.41862731844085,7.68656054009676
"ENSG00000004897",10.0699342167599,9.84489913846653,9.8685965784966,9.70359024247188,9.4235878542543,9.5123821719356,9.63026550609199,9.16500612125547,8.73304975746199
"ENSG00000004961",9.15492733847346,9.13723959722505,9.3149497748665,9.07430868431576,9.30386000307165,9.27912441350281,8.74955859881803,9.1460314382445,8.52736425799605
"ENSG00000004975",8.89898877802937,8.81487217889181,8.82283417590449,8.66165161912557,8.72706704619585,8.85671403684822,9.66265849814645,9.18992277801375,8.83141152961923
"ENSG00000005001",7.90102451730405,7.48274123989274,9.01778995153088,5.45396945021136,6.01257325765572,6.1432743857657,7.17931924550122,8.66694512372991,7.97824438190825
"ENSG00000005007",11.5777343918821,11.456672066965,11.3087190352772,10.6051149729675,10.8983037467931,10.8478749385363,11.3865351920024,11.9262341260302,11.3874329402959
"ENSG00000005020",8.21946353406287,7.67853755991892,9.508472178251,10.298755825737,10.1702883703369,10.0333556819571,8.7017911364181,9.84116200354595,9.23369630216516
"ENSG00000005022",13.2452093290161,12.7038515186095,13.1730946320904,12.9867997802722,13.3366364714275,13.1225014592394,12.5082109010176,13.7957908647812,12.3412400342877
"ENSG00000005059",7.95408171871997,7.27062447613881,7.30427747787342,7.57831650954037,7.55622399188321,7.76846897502954,7.35954429376248,7.04821118356777,8.13196111179645
"ENSG00000005073",6.87389666285234,5.83281939475639,6.25922702881992,6.26707259060659,6.53534284266529,6.97621367038999,4.59816187094879,8.38658414840398,5.53746075121698
"ENSG00000005075",8.29936505155243,9.35506661999319,9.3149497748665,8.29181565429353,9.12848113207509,8.43062199164998,8.52870899573355,9.44919045491894,9.43464415209741
"ENSG00000005100",8.90972244338405,8.55531408214957,9.3149497748665,8.56272084629197,8.52738241661449,8.75625429561453,9.70301734234636,8.50073160125132,8.70889340268872
"ENSG00000005102",5.85751305287819,6.60749580962808,6.83659599534287,6.5045085822294,6.09614188743941,6.91649845559579,5.46445057123448,5.15551334114639,5.12982289041072
"ENSG00000005108",5.43819123095605,6.58249521356194,7.12617721680275,6.57133931195643,6.4464385506953,6.78022795512286,5.61417064139156,5.4018049317347,5.77365990540469
"ENSG00000005156",9.55404813774862,8.57679890123665,9.68697265246077,8.71695244150625,8.77438857373639,8.76455459774938,9.4563839521776,9.35872097132485,8.59486135858599
"ENSG00000005175",8.71536386109848,9.02576067487838,9.0883316163468,8.61683669253797,8.30344284462684,8.35007000369735,8.8961880529578,8.82654119508992,8.15006260553412
"ENSG00000005187",8.60734489409381,9.73340848262137,7.67028089242853,9.6039596497612,9.9869195187852,9.11533086570804,8.84372520520727,9.72812327678998,7.98835229916624
"ENSG00000005189",7.00265135117763,6.99275120735311,6.46812406412835,6.44610584752347,6.64529480227174,6.27355943607092,6.67086807791742,7.23040198668705,6.24801367376455
"ENSG00000005194",9.88809538567358,9.90666706579471,9.67706293204409,8.96344461797712,9.37841461406846,9.25578567791715,9.62662092067487,10.1804056476815,9.41240761615011
"ENSG00000005206",10.3413717653576,10.0839507329961,9.418532542902,9.74112756257259,10.0862049516579,9.53193808212071,10.698718000473,11.3190497968314,11.3074111049725
"ENSG00000005238",9.12761571784345,7.31569074645166,8.15123792302389,8.9792536649455,9.01985542412979,9.06417279663305,8.7326805195804,9.32163127176523,8.23728435776645
"ENSG00000005243",6.21983787437164,6.00361848743943,6.69784926520479,6.23932790361018,6.59145351628098,6.50003792620829,5.96875759108204,5.98957730949199,6.13587108637393
"ENSG00000005249",6.37600305178439,7.15115475407898,7.21806798928054,8.60668497182008,8.69052414456896,8.5167569906339,5.54205807613152,5.20182074269125,5.7192637981427
"ENSG00000005302",8.89359175027647,8.72432057472411,9.43038197236318,8.79945095692544,8.80888437517099,8.65941404691035,8.74283113969739,8.86317132328096,8.80317377131758
"ENSG00000005339",10.534662597082,10.8943589666618,10.7320408482868,10.6101936954953,10.6199047262752,10.5668225173872,10.6294201472774,10.8459719249189,10.8216631434207
"ENSG00000005379",12.0984072973046,7.30082928634631,10.4773640016173,8.16588341731305,8.00837307643569,8.07702916108011,9.07545468035329,7.85141122775854,8.92347175090921
"ENSG00000005381",5.40053580636738,5.04059448705042,4.96149238237154,4.65427466796264,4.70495906557904,4.84614275990945,4.83554278955448,5.43703110989614,4.88258819196125
"ENSG00000005421",4.27061930623946,6.6320364337178,4.27061930623946,5.53467225006522,4.70495906557904,4.78605746473886,8.21007301439406,9.0652846202449,8.11362739308668
"ENSG00000005436",8.27876693394041,8.00395885841063,7.92086420440012,8.24669875058294,7.85101952412003,7.9658377222047,7.86940317441753,7.57476934423797,7.36648311178505
"ENSG00000005448",8.14853415192009,7.16768832584812,6.52477568641372,6.21096145669412,6.69705476963735,6.44700737296459,7.12775075945323,6.37921305387731,8.28717411471991
"ENSG00000005469",6.85121012830085,9.32460128409189,8.04998305858408,8.76108283053204,9.09628049207473,9.27477711867753,7.80594270518243,8.19007618961065,7.38202077338295
"ENSG00000005471",5.43819123095605,6.69148958495315,5.17827285983236,6.23932790361018,5.87518120866671,6.01305475513086,8.0553360782548,7.90283767587171,5.39540652985125
"ENSG00000005483",10.2098639969322,11.0491308802426,10.8513509217012,11.4339255812842,11.1915126711714,11.0337178504862,10.1297486956344,11.0063739265797,10.4611527189731
"ENSG00000005486",8.821522106929,10.0250182075413,9.65097413437531,8.70748656240883,9.00506253951274,8.9006689316702,8.93800025732873,9.70527522132773,9.72659208944233
"ENSG00000005513",5.66822903375067,4.92353180506416,4.96149238237154,5.70151724283928,5.77366955163912,5.67959787611865,4.99690694899455,4.56969369479435,5.46900247419434
"ENSG00000005700",11.2926151012845,9.39872944567043,9.74124196648695,10.3520267962588,10.2286927624238,10.2014762765934,9.66265849814645,9.67766411733588,9.00999171293311
"ENSG00000005801",8.31563282668578,8.86059725665011,9.04888604194124,8.44510519355719,8.40480430728913,8.37742683166881,8.77615782837801,8.8605856125603,8.73304975746199
"ENSG00000005810",9.99263396689415,9.76042801917053,10.2124369322783,10.0745658949527,9.8585287139832,10.1907555126398,10.3467966761153,9.36237794167765,10.1185801539019
"ENSG00000005812",9.8000794929113,9.32821907283552,9.39695477832488,10.5579263067907,10.2868608810965,10.2413549509975,9.59898867578343,9.83985153092665,9.88565661084487
"ENSG00000005844",7.90102451730405,7.52157982465685,8.65501284375503,8.77700571701589,8.51349346603744,8.78101274545668,8.23910773627503,7.27048071097786,9.34747328743065
"ENSG00000005882",8.72451615333008,9.79088691028431,8.56743268558704,9.25069129740527,9.76220544828139,8.6660771818443,9.45843593400256,9.01503311768406,9.52722290500709
"ENSG00000005884",11.5587101682335,10.2926519772309,8.99561574243584,11.2172383861218,11.4953340955417,11.1829563298453,10.4990111202736,11.2005533460679,11.1958359544426
"ENSG00000005889",8.65919066549446,8.59796686281566,9.06113871309043,9.22109415328211,8.79747752174887,9.41962698868429,8.25814199588369,8.26647233019595,8.26244659079143
"ENSG00000005893",10.3143997176638,10.6476274895148,12.0711133649555,10.8581955271838,10.5486766894235,10.9033263891729,10.70822829029,11.7102627497004,10.2929366980075
"ENSG00000005961",4.88547633716483,5.45158145760762,5.39834968941558,4.9832233471857,5.12982872319989,4.99578393010999,4.92157620427235,4.69282386211015,5.12982289041072
"ENSG00000006007",10.7058515872121,10.2917264375416,10.3878839703567,11.2910353995237,11.2184450654408,10.999468891412,10.3709507210749,10.9721058874258,10.6003587447565
"ENSG00000006015",8.7782384185075,8.71328232175445,9.00832853829278,8.09486257073996,8.41231226241611,8.58165509817839,8.92022938725841,9.94962641541764,9.48877854716358
"ENSG00000006016",5.72567046637203,5.78588051312743,5.98084778179003,5.30227943431945,5.53746907583986,5.84961810023676,6.15682603466296,5.8575544873679,6.38361543310329
"ENSG00000006025",8.14398202810625,8.64811161077373,8.32941643416917,9.5520963281635,10.0744567368436,9.4235588758031,9.82569375692874,9.80669640644367,9.81398145410032
"ENSG00000006042",9.37795721372548,9.8549616047708,10.5723431194701,11.0507284155946,11.1751085160771,10.5247621474894,10.4829823090324,10.5548449577519,10.3660680823439
"ENSG00000006047",8.03506820242307,8.26495633057033,6.87986638706898,7.6297273052268,8.22881538349493,8.56273009940625,8.98434300650879,8.16507807329102,7.93708043966562
"ENSG00000006062",8.58406005049277,9.05881393441934,8.17970276501377,8.64934267021698,8.73306817088586,8.70326197028188,8.55200182772763,8.30510051348688,8.75090417066177
"ENSG00000006118",9.81441411632347,8.77296941851367,9.66708459495944,6.63496812852288,7.14704768580956,7.01935855953998,9.41471825094609,8.77803070517092,9.30384103482834
"ENSG00000006125",12.4090376022978,12.6241268652756,11.633083740323,11.6576539558541,11.7528132706405,11.7913457214464,11.5693625276489,11.5464667757777,11.9469312049125
"ENSG00000006128",4.80409558087004,7.27062447613881,5.29519206481491,5.26864941077939,5.96851955841229,6.57086942783391,4.27061930623946,7.02954326054588,4.27061930623946
"ENSG00000006194",8.71842110809685,9.61404659235128,9.68697265246077,8.91289073043153,9.04899257214449,8.92678077586358,9.34322028701784,9.64201330154713,9.52377004788353
"ENSG00000006210",7.8737358108462,8.09209039575021,7.90044651748544,7.94530355554958,7.38203675437434,8.49445518636615,8.02783486627821,7.53605677209868,7.75937880894356
"ENSG00000006282",9.58280890181728,10.1083381174701,9.20056884613999,9.87588982050119,10.2868608810965,9.85954566359267,9.28196092157963,9.88883049829986,9.04897382669066
"ENSG00000006327",9.94131206597711,9.01905791658689,9.40658482525146,6.45799622637693,6.09614188743941,6.74607802303495,9.31178161866381,9.72386676673554,8.83141152961923
"ENSG00000006377",6.74416431024086,4.56459998955778,4.87033895547056,4.27061930623946,4.27061930623946,4.27061930623946,4.59816187094879,4.27061930623946,6.05506289619943
"ENSG00000006432",8.88545803634358,7.99483879347692,7.89357504783464,7.9167168304672,7.95782825911669,7.34029214457667,7.50324886122546,7.40594867822857,7.60979808461394
"ENSG00000006451",10.0615471448841,10.7907458331186,10.3194805563593,10.4579439244943,10.33294661196,10.2121179189144,10.2868900371676,10.3989989671107,10.6893014055483
"ENSG00000006453",10.0651475801531,11.2261821065699,10.0438205890555,10.2596939604464,10.161431094194,10.7184547647266,10.2183474922011,10.7661510358085,10.4773004100008
"ENSG00000006459",10.2430879077149,10.8422189964405,9.80086056016787,10.7087759991411,10.3289971135559,10.4000160509082,10.5575808018484,10.5290642040765,9.80547713259047
"ENSG00000006468",6.30893719104379,8.27627165094101,7.14972508198665,7.2362875823251,7.09109235561155,7.16057238167204,6.08964341054752,5.94718967835637,6.5353296255474
"ENSG00000006530",8.82719602324693,9.1617838760943,9.3251420725846,8.41340149329178,8.51349346603744,8.2200538647883,8.60492520415762,8.60336950286121,8.54112003444041
"ENSG00000006534",10.6755576991033,7.97642181729078,7.92086420440012,8.38395855875134,7.78286135833064,7.99091218137306,8.59000229760185,9.10513296251597,8.32746069325763
"ENSG00000006555",8.53285440731974,6.06184200742785,7.00203518276435,10.2781609616413,10.3622280173254,10.6811945654769,8.9497266760133,8.064984543944,9.05377315998582
"ENSG00000006576",8.22808740515269,8.45940853759446,8.22409988105982,8.68836560017516,8.31951139900458,8.05682998793414,8.03889902017292,8.12674170222143,7.97824438190825
"ENSG00000006607",9.75619985734592,9.8549616047708,10.345982549273,10.2253489618578,10.1790915696471,10.1581064955066,10.0958921056365,10.0414067215507,10.0018637390553
"ENSG00000006611",11.3943646290265,11.8006647999906,10.0499754294111,11.030982646058,11.4350725405076,10.9697710917601,11.0618207465068,11.1964649295338,10.4861938351867
"ENSG00000006625",9.40852642322336,10.6294290355387,10.658434398513,8.70034599468422,8.83143005368149,8.91564799036179,9.94021173779815,10.4777631628401,10.4022285144631
"ENSG00000006634",8.55355641802449,8.61586566376369,8.89308602154733,7.61959351628446,7.56981332159075,7.35705693737963,8.38905578802141,8.42915115277611,7.71125092561504
"ENSG00000006638",5.80660333231712,5.736902779403,5.89237541381581,5.36595805177985,5.53746907583986,5.7196868916763,5.74520143386152,5.62556636166675,6.3176055363351
"ENSG00000006652",9.01287073561285,9.59465743394298,9.3149497748665,9.26687500495145,9.51685853635607,9.08419222640734,9.26329795673785,9.41966086121419,8.92870780596133
"ENSG00000006695",9.26345701644884,7.93885839722102,8.24039988928253,8.62942622837011,8.92872643285386,8.52655870135118,9.36963203267441,8.39376701704079,8.13196111179645
"ENSG00000006704",9.77830665511735,9.49198181489257,9.13544112665558,7.44095327746209,7.81734884804654,7.48442725523168,10.109008123962,10.2121457857929,10.27457275386
"ENSG00000006712",10.1099915142905,9.08043501953388,9.64691821879193,9.40634483177797,9.64315711373552,9.60530517051408,9.60084740266327,9.9915340317014,9.88834342583364
"ENSG00000006715",9.23388421086361,10.3753566443614,10.3422262396,10.0183573183018,10.0068367204826,9.71415307300213,9.54787467152934,9.77138643812786,10.161411599318
"ENSG00000006740",8.59741188664074,6.99275120735311,7.11425186104251,10.6120936151506,10.6455352672115,9.95858056476856,9.38912776541215,9.24445678724638,8.00835572524254
"ENSG00000006744",10.566337110029,9.31915750245584,9.57616140778117,9.40342033739418,9.65898066376496,9.72374910325706,10.4264835354764,9.65548592571367,9.53066750674019
"ENSG00000006747",8.02022933978506,7.90027788129963,7.12617721680275,9.35125637022629,10.2601457645453,9.69368249369903,8.17543709782592,9.28933610070346,9.00504383630786
"ENSG00000006756",10.4509169421462,10.1125376117449,10.250345040357,10.4330809133254,10.4773200345543,10.8232998998211,9.94607113566325,10.9473811927173,10.1457792319955
"ENSG00000006757",8.45795031433773,8.37427667812115,8.80107126599848,7.90428755700217,8.24573877307458,7.96221938542562,8.0498780624559,8.35748713618984,7.48622703492785
"ENSG00000006831",10.3364148537025,10.9269088875757,10.7396749868927,11.1115309875162,11.1596278116945,10.9462931012305,10.8351797422379,11.0174249272027,10.6846731453274
"ENSG00000006837",5.36131558028255,5.38338319608145,4.96149238237154,4.9832233471857,4.88259240545612,5.03878871987783,5.28744809293603,5.10631213441515,5.31555428450052
"ENSG00000007047",8.50831839703654,7.77783415011637,8.6428237449751,7.76906288404023,7.9475006524289,7.84129527577616,8.15017323122456,8.26647233019595,8.5749434256065
"ENSG00000007062",10.0039338683784,8.64520990132603,11.7920360699081,10.6340763675916,10.8876039666425,10.8008185765098,10.4306680111034,9.04266035548951,9.85301802850138
"ENSG00000007080",10.3765672486864,9.36918326137172,9.85986371523865,8.70511031472607,9.0393456030629,9.05574846132806,9.95336205012711,10.3675214462038,9.97177953188867
"ENSG00000007129",5.32035071205461,4.92353180506416,5.29519206481491,5.78644304251789,5.60160822051036,6.04321565552166,5.33498626888815,5.65389993789152,6.13587108637393
"ENSG00000007168",10.5948425580113,10.1871050182824,10.2260902300789,11.2201476542304,11.0122747615743,11.0095242964867,10.6175397447491,9.79186300855712,9.97683736577437
"ENSG00000007171",6.5153288685366,9.78036536371263,7.51720301781816,8.77926608110626,8.8536275858348,11.5231145834508,6.57979473050081,7.57476934423797,7.56979687725726
"ENSG00000007174",4.57978782954738,5.38338319608145,4.87033895547056,5.78644304251789,5.01739712820881,5.7196868916763,4.27061930623946,5.05366616404052,4.7049560531197
"ENSG00000007202",12.0845823338877,10.3210529738953,11.3837144700235,11.3227029978368,11.4323144748936,11.4025572720424,11.4487126376766,10.6823837330465,11.148447733471
"ENSG00000007216",5.95308328034843,8.16295041919011,5.29519206481491,8.08022471659189,8.53427679775738,7.03344542157308,7.63365384455975,6.61571773414955,10.0458447381143
"ENSG00000007237",8.17554662732172,8.19511859868852,9.06722614436648,9.21276358024211,9.18643572807387,10.1166319558999,7.45418776781719,6.45329761339301,7.96806429922337
"ENSG00000007255",8.63025809823398,8.34950473894935,8.58877486661995,7.9331222661035,8.38204154765038,7.91057370997397,8.99003226274478,9.40555229201427,9.8829647785228
"ENSG00000007264",7.92780009580898,5.54570832959472,6.00893463344189,6.67576465563602,6.90820289965322,7.07486451931936,6.32014853505776,5.59645459146815,7.01277128303974
"ENSG00000007306",8.15759513944845,8.5113546924909,7.06549773698704,15.4666141142829,14.2147583015959,16.1096732918845,11.1017265183758,12.5834986084455,10.7889754138285
"ENSG00000007312",7.11096088503872,5.76165972106963,6.69784926520479,7.38202442642419,7.41260592235717,6.89341774113772,6.04272560842811,5.68150445899466,6.28328410604351
"ENSG00000007341",7.6664681840822,7.33039620772445,7.31468946122453,7.41179754262839,7.56981332159075,7.50957199460451,7.59653225444614,7.35480989265289,7.412589862603
"ENSG00000007372",6.70651661036762,5.736902779403,5.49130372693001,6.19653517186,6.69705476963735,6.02822913076561,5.94305012351973,5.62556636166675,5.12982289041072
"ENSG00000007376",9.05214455640986,8.69656426813699,8.87930758316898,7.46951730682026,7.90542500438783,7.92179932631733,8.88095551481034,9.16500612125547,9.16440191991234
"ENSG00000007384",9.03509401687282,9.17390083331905,9.52624711452618,8.41631279459227,8.38204154765038,8.45649721972299,9.73552533142479,9.93128623637158,9.53410389251752
"ENSG00000007392",8.63350176626418,9.28046368024718,8.96333337320764,8.63941897880583,8.67189806353914,8.72894232088436,9.07009398683661,9.10513296251597,9.49231619118975
"ENSG00000007402",5.83234097023142,6.77054560412776,5.34822710593886,7.04318013487164,7.10999590321223,6.9615263757773,7.47073198037903,7.74261890752851,7.05247841078445
