"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000162267",804.41939514701,5.92137987486491,0.556400453941616,1.72255886810954e-27,1.3534288573309e-24
"ENSG00000138600",1267.65658058615,-2.10924516195412,0.204278110023756,1.91470339822582e-27,1.44422247921377e-24
"ENSG00000181577",644.480952766201,6.86067891147771,0.652541468404925,2.42583968511692e-27,1.75938688239422e-24
"ENSG00000106927",1309.32769843236,6.787036990232,0.648551096861716,4.44146273999428e-27,3.10195047733601e-24
"ENSG00000142959",621.119816870875,-8.15605451227742,0.793918077872028,5.55080377062049e-27,3.73826809652109e-24
"ENSG00000100604",1158.44443915547,-7.56141332187905,0.737620173961239,1.54438249173192e-26,1.00422140160651e-23
"ENSG00000089327",895.607587729392,2.85972228805093,0.276903909582021,3.33654120093674e-26,2.0972385808688e-23
"ENSG00000132465",27125.0868273197,-6.44668459096316,0.625978391658032,3.74652735281522e-26,2.27897633200118e-23
"ENSG00000141505",244.38553729993,6.1064812438961,0.597890434596313,1.29840423493716e-25,7.65125270569061e-23
"ENSG00000167767",247.662550033716,7.75617878669902,0.785236869266249,5.26004160847418e-25,3.00571529124235e-22
"ENSG00000139547",114.327095283583,5.59716142560642,0.555796330048189,9.05452451490424e-25,5.02179908169263e-22
"ENSG00000229314",2407.09612153986,8.05633874260184,0.826538228116607,1.27833885717508e-24,6.88732452278585e-22
"ENSG00000118271",349.885080019789,5.89635331357739,0.589790222615022,1.44253562997113e-24,7.55608177065713e-22
"ENSG00000006704",658.805751864117,2.83713045293847,0.286866210953641,2.55126510270252e-24,1.30024881193679e-21
"ENSG00000173432",1137.98957349841,8.26433965171559,0.858543388293529,3.16471627389995e-24,1.57044880991925e-21
"ENSG00000127564",323.155282569648,3.31452118669507,0.331896067958303,3.29800555400796e-24,1.59462796748534e-21
"ENSG00000166250",134.212519568257,-5.14681618266463,0.518878849197244,5.9738926121817e-24,2.81624232469776e-21
"ENSG00000181826",121.363690629055,-3.31871668411901,0.335239867785528,7.89825541138699e-24,3.63261956811036e-21
"ENSG00000158106",516.791295446931,4.11297696652991,0.416942591544427,1.69214219128082e-23,7.59731554785297e-21
"ENSG00000146678",239.605426141915,7.1951697426028,0.751124222305759,2.04826514298507e-23,8.98235716308592e-21
"ENSG00000244414",221.327561814145,6.0120120966995,0.621251531466736,3.08163611774736e-23,1.32069118800823e-20
"ENSG00000105697",242.233549530711,8.24540265118558,0.884828800673904,6.11062939287278e-23,2.56062529914227e-20
"ENSG00000055957",607.204261222601,6.78338368938596,0.712985998123554,6.39347212452526e-23,2.62090660548202e-20
"ENSG00000268388",219.520106322915,-5.07257779079786,0.526952651300569,1.12892751135696e-22,4.52940129396984e-20
"ENSG00000080618",110.142873496645,6.75620305035093,0.714993924775989,1.22621299813309e-22,4.81722885537409e-20
"ENSG00000136044",1527.77832305414,-1.99119971417304,0.218082884901504,2.47030083009549e-22,9.50662505165522e-20
"ENSG00000132855",95.6598687661657,6.61262841266134,0.704749815689789,2.72608155549963e-22,1.02811439784113e-19
"ENSG00000101938",267.942274803912,-8.16780051191336,0.894227436322969,3.77614253498066e-22,1.39621019180648e-19
"ENSG00000062282",396.085687010036,3.37867725916786,0.355377601749096,3.88131140139258e-22,1.40749786723192e-19
"ENSG00000163815",419.681434075883,-4.79580908491187,0.504236723656582,4.1020272471347e-22,1.45947033583432e-19
"ENSG00000261701",148.886620918087,7.0155279191291,0.757215890702711,5.08718141300925e-22,1.77646259083547e-19
"ENSG00000005249",152.18401549736,-4.48497402335122,0.472178725666084,5.41309288092085e-22,1.85590349919135e-19
"ENSG00000175003",72.2583056013919,5.90756158043327,0.629847293172973,5.97767134436904e-22,2.01287408108513e-19
"ENSG00000165072",96.5903256526301,-5.96514425400676,0.637075969242242,6.57638210764063e-22,2.17562872638209e-19
"ENSG00000104435",126.238500674488,-4.05695568880452,0.432139242720971,1.71957438290134e-21,5.59069209282251e-19
"ENSG00000197614",296.313825458572,-6.69921335252965,0.734175627207372,2.73919490412605e-21,8.75474547578051e-19
"ENSG00000118137",2305.96528726687,7.01232853352343,0.773302478446113,3.1508442607491e-21,9.90257837082429e-19
"ENSG00000110245",770.780104714307,6.98833254454037,0.774465824404935,4.87667338609333e-21,1.50753164002561e-18
"ENSG00000158104",315.526617082186,6.07947732899652,0.666454207601711,5.55895636514781e-21,1.69072968028375e-18
"ENSG00000250722",3985.93956297454,-3.2133512234677,0.349633162803059,5.69858076875683e-21,1.70568472311821e-18
"ENSG00000044012",187.518655957947,-6.13290188556967,0.673085474971978,5.79613431751836e-21,1.70777663789756e-18
"ENSG00000066813",62.9086057127937,6.03924523749268,0.667793332804844,1.18924913667447e-20,3.45010322619545e-18
"ENSG00000198099",472.031631796294,5.74695726350343,0.633798582430226,1.26716934465145e-20,3.62045641395339e-18
"ENSG00000091513",1344.47299121058,6.24862798303454,0.694648165819705,1.48420477731291e-20,4.12531286975521e-18
"ENSG00000138722",192.468084668753,-4.95654715761564,0.543583794705616,1.4876240926094e-20,4.12531286975521e-18
"ENSG00000154175",341.39322440689,-3.92881516625638,0.429432661428194,1.58988631198163e-20,4.34499799783153e-18
"ENSG00000211938",387.967337418836,-4.80089793828126,0.526783128844822,1.70922911580667e-20,4.60441906239519e-18
"ENSG00000021852",240.678841459839,7.05342069454611,0.800819002619265,3.12553355875168e-20,8.30115300244795e-18
"ENSG00000114771",114.259256173795,5.68532612688767,0.633989161278748,3.32849992319242e-20,8.63891889632113e-18
"ENSG00000183034",243.203074989647,-8.24210010141806,0.955891596469537,3.344334090425e-20,8.63891889632113e-18
"ENSG00000197165",101.081007384274,-3.73593607513958,0.41386347760451,4.56794962022768e-20,1.16402467552207e-17
"ENSG00000119121",831.056972394197,-5.25865657223204,0.586373304249065,4.72863363300604e-20,1.1889045922346e-17
"ENSG00000112759",911.824435646882,2.65365545660763,0.303284278534242,5.02217535098594e-20,1.24609421833608e-17
"ENSG00000141582",392.355805879172,2.37918010090014,0.276386948827565,5.62313158928679e-20,1.37708301791144e-17
"ENSG00000138115",151.418962943629,6.35484187239276,0.726799150621972,1.25960891248344e-19,3.04518529008977e-17
"ENSG00000105707",126.308942288474,5.44819424622593,0.61879086128587,1.76308527932568e-19,4.20841760914484e-17
"ENSG00000211890",15201.6054896348,-5.3615006028918,0.609083013986896,1.92590018585758e-19,4.53958747558955e-17
"ENSG00000197249",12598.0534979132,3.68766892864579,0.416593132162727,2.13800748384889e-19,4.97733421270845e-17
"ENSG00000136546",82.6281355281842,-5.32645933042136,0.609541601186787,3.49340109540624e-19,8.03354444586287e-17
"ENSG00000106327",313.224739653405,5.43929550468186,0.623805535332259,3.76885592212503e-19,8.56256820765202e-17
"ENSG00000148965",100.713921872824,7.23028645869226,0.8530751122522,4.51664116609237e-19,1.01393217225005e-16
"ENSG00000101057",1034.68034427749,2.84907697914548,0.332787553734455,5.43464966182551e-19,1.20566104321228e-16
"ENSG00000127586",463.985372016689,2.56408021215301,0.305107817457819,6.74802010108315e-19,1.4796211051875e-16
"ENSG00000049130",570.763264218385,-2.21577045718458,0.269739942968834,9.85594111681498e-19,2.13624691539977e-16
"ENSG00000141485",116.070454639849,6.3059506899378,0.742629262122731,1.19152984332198e-18,2.55325889267302e-16
"ENSG00000106809",181.908631944426,-6.00655798350691,0.704776327712168,1.24516488543848e-18,2.63821058929364e-16
"ENSG00000172260",100.314271888291,-5.73315824001149,0.670406658176803,1.25963057436286e-18,2.63920597119561e-16
"ENSG00000175063",776.741919552665,2.86619137072938,0.339441561100969,1.55691065935409e-18,3.22622684653187e-16
"ENSG00000169432",134.679520271122,-4.20569700215715,0.488430500150687,1.9347028298343e-18,3.96550991980276e-16
"ENSG00000118520",122.664694130483,5.21772642626893,0.610528706190043,2.03231067021897e-18,4.12078304390529e-16
"ENSG00000160712",445.552463356489,-2.32906101345885,0.285784852864757,2.30658843711179e-18,4.62716363389544e-16
"ENSG00000073737",504.142188641909,-5.6998172326444,0.672462936111078,2.49033189263338e-18,4.94317773677765e-16
"ENSG00000255974",117.21636613776,6.19775234627863,0.736600421884368,2.58962793523231e-18,5.08673062236206e-16
"ENSG00000171714",78.7715642682333,-4.13923893400336,0.483177647476108,2.85117622401936e-18,5.54274536663227e-16
"ENSG00000156284",658.810176709238,-8.21569955761318,1.0175256457214,3.51348507375106e-18,6.76059061589018e-16
"ENSG00000122641",346.110371765721,4.83064356766966,0.567618039031312,3.58664102181566e-18,6.83164542912909e-16
"ENSG00000178773",418.794920907682,6.34984208507129,0.760094359613657,3.65207577725702e-18,6.88671929317356e-16
"ENSG00000156096",121.121662970397,5.86076376355406,0.697809628602427,4.13800800242272e-18,7.725783851652e-16
"ENSG00000089199",86.7365341121181,-6.63465134646243,0.804414133547487,6.43551041340986e-18,1.18974921436931e-15
"ENSG00000275395",10526.873080852,-5.10449100257284,0.607741932814462,7.76901295261191e-18,1.42233278880974e-15
"ENSG00000104760",896.829623538357,6.7053483478096,0.817719317803966,8.79979631678659e-18,1.59555537640043e-15
"ENSG00000091583",1238.68336245963,6.02533595677663,0.727555999072056,9.44459301643869e-18,1.69615895724747e-15
"ENSG00000146469",180.85079014133,-6.88401215096187,0.843279537059178,9.59974937669896e-18,1.7077591886454e-15
"ENSG00000157131",186.415180010114,6.83595130953922,0.839479443616621,1.20314057327789e-17,2.12033848507488e-15
"ENSG00000145687",147.162097271408,-2.43357912157439,0.304871574762832,1.29994950882567e-17,2.26973591554868e-15
"ENSG00000187783",162.099351455961,-3.86548179253976,0.463671295171726,1.956899291867e-17,3.38543577492992e-15
"ENSG00000115263",411.570785620835,-9.10817341501051,1.18160872002135,2.14976355187812e-17,3.68528102706961e-15
"ENSG00000172164",896.24831288126,2.10196637601289,0.269043523074514,2.22333784501866e-17,3.77707042734386e-15
"ENSG00000129167",115.574438884577,-5.30755313745457,0.644740615772597,2.71816471245368e-17,4.57646714131599e-15
"ENSG00000122194",765.314386488626,6.32586753970423,0.780683063789382,3.01792370888653e-17,5.03619357331622e-15
"ENSG00000156966",1577.59907312855,-6.03049705861236,0.742401461141021,3.49719726255707e-17,5.78479375263497e-15
"ENSG00000151655",627.670907225065,6.11637942577597,0.754725169665193,3.73785963682051e-17,6.12911471056733e-15
"ENSG00000082397",572.10260554184,-3.19184604215212,0.390826296009822,3.78090738232151e-17,6.14625607831352e-15
"ENSG00000163347",669.106497467485,4.32943684321068,0.525740350239334,4.56021223606859e-17,7.34973693466201e-15
"ENSG00000197766",867.212474813303,-4.23055832814092,0.513757331767791,4.66844000194141e-17,7.46040450140756e-15
"ENSG00000203499",325.106583050267,2.84272389617947,0.355333645285014,5.38093490874569e-17,8.52674702304348e-15
"ENSG00000213088",92.406650037141,-5.86462060710591,0.725481515340765,5.67691832796287e-17,8.92080407586632e-15
"ENSG00000077942",1458.22174546447,-5.17939045244185,0.635674406595238,6.00877352710652e-17,9.36425143807006e-15
"ENSG00000007933",150.03330787562,4.63826568504378,0.570466638300379,9.62355189510722e-17,1.48746982037735e-14
"ENSG00000111846",113.113683112304,-3.49426846344025,0.431055046456023,1.00577703783194e-16,1.54194614653633e-14
"ENSG00000186198",318.468095566131,-3.65136405116564,0.451317245486421,1.32513298951427e-16,2.01516393413473e-14
"ENSG00000242366",66.3593756741828,-4.61430408002203,0.571571317655835,1.55821069056736e-16,2.34040919628841e-14
"ENSG00000102265",2536.90315133976,2.9383378592587,0.371716666042279,1.56383071926785e-16,2.34040919628841e-14
"ENSG00000187699",767.407746071667,-4.9749147947302,0.618890217410851,1.69114127986192e-16,2.51101189876821e-14
"ENSG00000152669",102.269016023225,4.74121228832147,0.588956554540814,1.76293028372889e-16,2.59715440314653e-14
"ENSG00000091651",214.00547514268,1.92466208228874,0.254759899577555,1.83980226712893e-16,2.68718385535929e-14
"ENSG00000006327",450.024800908657,3.40166984466929,0.424397186938741,1.85254229833328e-16,2.68718385535929e-14
"ENSG00000123560",103.434650712239,-9.3171586277335,1.26210851713119,2.03739027725504e-16,2.89632523701886e-14
"ENSG00000167600",1900.95904326048,2.73263671078256,0.351265755624142,2.04068202698119e-16,2.89632523701886e-14
"ENSG00000109072",1251.44282854128,6.69845999577698,0.857460499760846,2.04280244218862e-16,2.89632523701886e-14
"ENSG00000280411",586.393217070694,-4.59457247176735,0.572529897419941,2.32024856649055e-16,3.26514382226211e-14
"ENSG00000188488",113.497152337714,4.01021596876779,0.498912701023583,2.34331478792284e-16,3.27317681154526e-14
"ENSG00000186185",294.53444114735,2.49349885301539,0.327092574466659,2.73446554512964e-16,3.78338026403427e-14
"ENSG00000187048",204.695135419175,6.60194060492877,0.847627040851131,2.74870390927875e-16,3.78338026403427e-14
"ENSG00000129988",348.606409067292,6.95750825788405,0.900700287299986,2.95782812304995e-16,4.04172209538789e-14
"ENSG00000154822",299.581562321908,-2.25058382967138,0.300810522265824,3.76372140187206e-16,5.10593485432384e-14
"ENSG00000065809",705.863484479296,-2.23883624806171,0.301219961000727,5.33207131551911e-16,7.18191919976742e-14
"ENSG00000109265",488.372809665253,-3.12935672522756,0.400754425771669,5.58520608643964e-16,7.46951994127604e-14
"ENSG00000108479",258.723090283494,2.28644567818387,0.308414761138742,6.90214217721457e-16,9.16575317153064e-14
"ENSG00000163581",163.350249152641,6.25033543291072,0.809587464443279,6.9669112946716e-16,9.18706617367988e-14
"ENSG00000143882",182.731264252602,3.2981433069401,0.422172157676134,7.71787317040154e-16,1.01066621093237e-13
"ENSG00000117601",469.701695675213,6.29546525566315,0.81927897898536,8.79582688685233e-16,1.14388212141637e-13
"ENSG00000138207",806.916179789832,5.25166592504799,0.674004366087441,1.00155609124264e-15,1.29358515154538e-13
"ENSG00000169764",3348.92461132818,-1.89326916774217,0.257922508379161,1.00856529129154e-15,1.29377657808738e-13
"ENSG00000164176",646.521359594673,-3.75571388641373,0.479761002826267,1.13832921065289e-15,1.44110081057097e-13
"ENSG00000116785",101.65959256276,6.25305653122788,0.816671206740028,1.13869661544824e-15,1.44110081057097e-13
"ENSG00000146670",494.237228400987,2.00073182020064,0.274181464284657,1.21004678025652e-15,1.52119014235315e-13
"ENSG00000116106",91.5812393507937,-4.07549859869509,0.52056342949692,1.24164700935742e-15,1.550578652679e-13
"ENSG00000091138",13670.557383843,-4.60479691276959,0.589454895328849,1.26532043078453e-15,1.56974653705947e-13
"ENSG00000138735",492.407166286128,-2.27000346782289,0.309983275896956,1.30911570216355e-15,1.61346371213713e-13
"ENSG00000197273",1144.31025106842,-5.42187053329137,0.700717558732281,1.34000122711262e-15,1.64080539867939e-13
"ENSG00000147647",68.2284848551392,6.11440353884457,0.800444835683275,1.51547760475777e-15,1.8437007221237e-13
"ENSG00000141570",156.209456536178,2.23776861401963,0.307364587044153,1.67109485465092e-15,2.01998946629182e-13
"ENSG00000180210",496.234188753844,6.87916243567769,0.915907921023614,1.68698664232192e-15,2.02621064422067e-13
"ENSG00000196620",112.434077545153,5.39033389332739,0.699649498849576,1.78197489489454e-15,2.12675320209027e-13
"ENSG00000146555",74.6343170305708,-3.63839798399185,0.469310332836751,1.88839645071979e-15,2.23959068372472e-13
"ENSG00000059728",1502.16836671607,-2.68690384937138,0.360160097940125,1.93533105422336e-15,2.28090860559312e-13
"ENSG00000211966",621.479785208426,-4.26029796445915,0.549285561455421,2.17518242797094e-15,2.54766553069864e-13
"ENSG00000145192",808.467095813467,6.53612638306656,0.870359478359281,2.56098218103395e-15,2.98101487578749e-13
"ENSG00000099937",147.907230386207,6.62719555940949,0.884504194345424,2.62244224638631e-15,3.03382781841145e-13
"ENSG00000013573",692.959158498129,1.83436288289169,0.253998768330894,2.8315601011079e-15,3.25577614796291e-13
"ENSG00000170509",87.0972908762134,4.62499106120855,0.60016539636084,2.86756943070651e-15,3.26196523323057e-13
"ENSG00000109084",736.721992066643,1.98404806783486,0.276214495300999,2.87268070262052e-15,3.26196523323057e-13
"ENSG00000083807",223.623695991753,3.94683691033265,0.511371052387069,2.88883806517211e-15,3.26196523323057e-13
"ENSG00000183747",43.8994776203465,5.07855350078009,0.662514189811084,3.03611188094295e-15,3.40785486541317e-13
"ENSG00000171557",4219.93209268479,6.52991398655914,0.872386044508842,3.10669971493838e-15,3.46645186536053e-13
"ENSG00000134339",434.376312865905,7.6305003892264,1.04848586930822,3.65506646405523e-15,4.05432872427585e-13
"ENSG00000080493",1680.19970854257,-5.53577675342517,0.731358163762032,4.48159937815045e-15,4.94207716220954e-13
"ENSG00000079689",83.1205963038996,-6.39827112045645,0.859174677762892,4.80918613782655e-15,5.27248970936019e-13
"ENSG00000188738",168.004589323114,-3.46256258243501,0.455640916064986,5.04546444832266e-15,5.4995562486717e-13
"ENSG00000244355",161.659033051648,8.53952223805115,1.21040646639543,5.56830293529508e-15,6.03456830177352e-13
"ENSG00000184564",103.956170597011,-6.7046583268818,0.908927232790076,5.71964917284729e-15,6.16316711156465e-13
"ENSG00000198488",278.552106941658,-5.68491847639999,0.756998023960415,6.17691353772686e-15,6.61807151027928e-13
"ENSG00000183734",990.121430309128,4.17747564688912,0.548357097030145,6.35662066733989e-15,6.77213536293945e-13
"ENSG00000110169",1151.65313178177,6.12526981434331,0.82264377532005,6.5177772286586e-15,6.90481602251771e-13
"ENSG00000169710",3542.36947979683,2.44808521402365,0.341734653794083,7.16359091049259e-15,7.54658289380775e-13
"ENSG00000152580",58.1768446510967,-5.38737536193086,0.71682183322295,7.62134550825673e-15,7.98420623606651e-13
"ENSG00000243264",183.187538438151,-5.66112185562812,0.756965146236499,7.98760950247318e-15,8.31817093379655e-13
"ENSG00000145362",157.105451727898,-4.10353882744992,0.540824403458311,8.02835610092259e-15,8.31817093379655e-13
"ENSG00000273604",160.222338735408,4.14810779979733,0.546952422572964,8.25194903331153e-15,8.50311491372435e-13
"ENSG00000135480",117.525476515194,5.842195454461,0.784395466740673,8.51076739170808e-15,8.72214895138257e-13
"ENSG00000079557",67.6957277506844,6.46234136739289,0.881101259354461,1.03693607339693e-14,1.05250846878378e-12
"ENSG00000131386",56.9720607777342,-3.31261914699914,0.443360286383096,1.03816394545147e-14,1.05250846878378e-12
"ENSG00000138829",97.530623472993,-3.85938778656576,0.512090592560321,1.11974964145591e-14,1.12915074807134e-12
"ENSG00000177675",514.917778899862,-3.92418328050261,0.523113935754759,1.48954565211024e-14,1.4940618277576e-12
"ENSG00000168309",103.458518746196,-3.90266113427987,0.520497911199371,1.5200566652222e-14,1.51659833524312e-12
"ENSG00000171951",104.96080390168,-5.21534510133865,0.702125443603868,1.68603578192479e-14,1.67334614419767e-12
"ENSG00000176533",78.8314970217708,-3.04200943779333,0.416633263025875,1.95811598926954e-14,1.93320383296627e-12
"ENSG00000134201",40.3986539556443,-4.35293254493324,0.583719102308604,2.09731852537173e-14,2.05985080379868e-12
"ENSG00000181085",156.304583745625,4.26854134746921,0.572330223574767,2.11312555121874e-14,2.06462220307418e-12
"ENSG00000170915",1611.76688144712,-2.29508090039518,0.33025795484282,2.12523306464317e-14,2.06574844845239e-12
"ENSG00000145423",593.683994403469,-7.58231826856827,1.08004118079021,2.49264076072823e-14,2.41044752948986e-12
"ENSG00000160949",564.105366012447,2.10260282993133,0.306084197989216,2.76665784915094e-14,2.66177893170609e-12
"ENSG00000140107",155.980009992446,6.21686048929979,0.859249666287234,2.82087383959189e-14,2.70016334990783e-12
"ENSG00000160957",684.769874360729,2.75151552045616,0.386810846721504,3.0074447888831e-14,2.86421143353377e-12
"ENSG00000171560",5348.31915053712,6.30576222996383,0.877075824125767,3.57371879797271e-14,3.38641283283274e-12
"ENSG00000211664",99.8238255128797,-4.45550521769167,0.604202106336561,3.79268207544342e-14,3.57593029483183e-12
"ENSG00000101255",830.016533145382,4.62015779505842,0.627803444625601,3.99451529776326e-14,3.74749129203591e-12
"ENSG00000113905",770.310104384456,5.98625783670265,0.829900278004802,4.20704153255746e-14,3.92733575145723e-12
"ENSG00000088002",129.120888227073,3.84603262019587,0.523336340695732,4.46774710306061e-14,4.15016291243418e-12
"ENSG00000116882",33.2858356179348,5.32908867625683,0.732270354200807,4.72918094784802e-14,4.37147868301815e-12
"ENSG00000104321",150.75520219779,-7.19104551822232,1.0300026406572,5.46414396982806e-14,5.02621282141696e-12
"ENSG00000186910",83.7518551187788,5.12402741522868,0.706033471212141,6.36567785565295e-14,5.82706734582756e-12
"ENSG00000175832",850.822403340031,4.54462130458868,0.622620301926054,6.40441399568447e-14,5.83420457568222e-12
"ENSG00000139117",202.350060325182,-3.24574485547574,0.450809768292893,6.51267073160656e-14,5.90429961470697e-12
"ENSG00000101981",91.0637619796065,6.21886851187274,0.873713036348885,6.59616531866184e-14,5.95138226861274e-12
"ENSG00000100652",40.4800807355883,5.33754606210613,0.739626320437283,7.33898318227618e-14,6.59005742229438e-12
"ENSG00000170419",56.0758083192477,-8.44814773765462,1.26395606915523,8.20357443892993e-14,7.33150726042188e-12
"ENSG00000175336",80.2730007932449,5.88644903823525,0.825470050391154,8.42260124057702e-14,7.49174488648872e-12
"ENSG00000025423",178.476297513879,2.86096659369489,0.407930938499332,8.70980614149062e-14,7.71083635728115e-12
"ENSG00000135678",669.433790646346,-3.10314198878008,0.436582923589389,9.02691840455943e-14,7.95423366143819e-12
"ENSG00000171564",5116.44723126339,6.35830399684632,0.904376940757446,1.0558706811944e-13,9.26072252803853e-12
"ENSG00000211976",190.343288515727,-4.14425229592358,0.572852145173499,1.10251357889485e-13,9.62504562834272e-12
"ENSG00000130706",1855.07025131676,1.76903840373929,0.26265592814613,1.15283651719743e-13,1.00179899561254e-11
"ENSG00000090659",174.69682490477,-3.51177193990471,0.489272644942127,1.16677028346481e-13,1.00925629519706e-11
"ENSG00000184374",43.0878371365313,4.47789218610937,0.620394316227109,1.18498864523022e-13,1.02033474352084e-11
"ENSG00000165905",337.694822221648,4.63516028424462,0.64434006105814,1.33392934426591e-13,1.14335934749192e-11
"ENSG00000015520",34.8429838144267,4.64950246421067,0.646588320619312,1.35333830721219e-13,1.15474662710861e-11
"ENSG00000197892",1908.20610358847,-1.7273585859131,0.256586029945649,1.36969252633036e-13,1.16343657518071e-11
"ENSG00000072080",47.6945218033616,5.99881636179052,0.852923960893227,1.51706350563156e-13,1.28283706393248e-11
"ENSG00000131096",210.869777622635,-6.67181400105775,0.964061348304957,1.59742237581542e-13,1.34475864914069e-11
"ENSG00000196660",96.8034948449565,-3.28784689046064,0.466760420329818,2.09968634359039e-13,1.75972379471485e-11
"ENSG00000236882",41.466659017039,6.5959343831589,0.957913770587659,2.22670090990263e-13,1.85791588752362e-11
"ENSG00000101189",479.037265021968,1.36440543480929,0.197556009352465,2.26822000380297e-13,1.8842213485336e-11
"ENSG00000188338",68.5586017105344,5.41379671024684,0.77040666706978,2.69623825848127e-13,2.22995459825357e-11
"ENSG00000211611",133.028051613006,-5.08736658669895,0.722311521111518,3.06169327565447e-13,2.5211506593457e-11
"ENSG00000167798",83.7023396583659,6.79177469288734,0.998911844267187,3.20319282701156e-13,2.62620031038944e-11
"ENSG00000113600",308.870927445621,5.95287760458138,0.85889333753105,3.26940084080922e-13,2.66887842662941e-11
"ENSG00000071564",1518.0966300621,1.28572298917033,0.186291547795678,3.4246263903241e-13,2.78354223458368e-11
"ENSG00000158296",155.945102018169,6.27939789695692,0.913685126302159,3.49108293346635e-13,2.82537986593884e-11
"ENSG00000166123",1116.74493379373,2.90165976995909,0.425691621550193,3.77724960576092e-13,3.043914351104e-11
"ENSG00000224189",457.160058732836,-5.7771388740926,0.834282793201689,4.04463643760817e-13,3.2455195448501e-11
"ENSG00000137673",221.982474909619,7.04330613857861,1.0509113964525,4.54080978421448e-13,3.62822246190392e-11
"ENSG00000142748",88.8895752454428,6.71094769369712,0.993205803649618,4.7173061624878e-13,3.75334355721656e-11
"ENSG00000113739",315.765074546598,4.98992373466407,0.714841813891313,5.07576479202583e-13,4.0077756436534e-11
"ENSG00000081059",516.419475179524,2.56620694925915,0.388441867772413,5.07959049070988e-13,4.0077756436534e-11
"ENSG00000088992",263.853335499805,3.77200828085,0.539652918035039,5.51500764655137e-13,4.33318746629247e-11
"ENSG00000253958",511.981814123844,-2.45649467526319,0.375639927832542,5.57726667552678e-13,4.36392189628251e-11
"ENSG00000147883",1079.75540930875,-3.79754698735336,0.54394780547478,5.93273310152062e-13,4.62287388823861e-11
"ENSG00000146374",63.7321716372763,-3.76563270753091,0.541008224014293,6.71934503422244e-13,5.20842733335057e-11
"ENSG00000116748",43.7233768839112,-5.39975661697863,0.782752103503147,6.7394403634594e-13,5.20842733335057e-11
"ENSG00000153993",55.1421498125718,-4.45484914213033,0.63902414017639,6.88641142867522e-13,5.30028817593994e-11
"ENSG00000198650",160.611115647078,3.69692189439834,0.53294635125635,7.50606296115845e-13,5.75373289668963e-11
"ENSG00000110900",141.639549738975,-3.60722830204262,0.521261936787886,7.73920916133412e-13,5.90843186863472e-11
"ENSG00000118777",222.994702330202,-4.07276678026177,0.585952667629771,8.1358310477903e-13,6.18618411565249e-11
"ENSG00000129474",321.482317866187,2.71808692222508,0.411864133159609,8.81479853418436e-13,6.67552835177166e-11
"ENSG00000134538",49.477533597277,6.14191254411443,0.911793021594843,1.03321678994848e-12,7.76377347753822e-11
